[0:00:00.00]-[0:00:01.00]  en el año.
[1:12:11.00]-[1:12:13.00]  me acuerdo que estábamos en el colegio,
[1:12:13.00]-[1:12:15.00]  y a las 10 de la mañana,
[1:12:15.00]-[1:12:17.00]  vengan a donde pasada.
[1:12:17.00]-[1:12:19.00]  Y estábamos en...
[1:12:19.00]-[1:12:21.00]  Y en una de estas,
[1:12:21.00]-[1:12:23.00]  pasa, levanta, y allí ve una palmera,
[1:12:23.00]-[1:12:25.00]  y ¡crack! pega con la palmera,
[1:12:25.00]-[1:12:27.00]  y cae a 50 metros allí,
[1:12:27.00]-[1:12:29.00]  a lo alto de la carretera.
[1:12:29.00]-[1:12:31.00]  El colegio lo teníamos aquí,
[1:12:31.00]-[1:12:33.00]  y se quedó...
[1:12:33.00]-[1:12:35.00]  A él lo mandaron para allá,
[1:12:35.00]-[1:12:37.00]  el Pirineo degradado, no sé si era capitán o así,
[1:12:37.00]-[1:12:39.00]  lo degradado.
[1:12:39.00]-[1:12:41.00]  Y porque se ve que no pueden salir de 50,
[1:12:41.00]-[1:12:43.00]  en un radio, les mandan diciendo,
[1:12:43.00]-[1:12:45.00]  y de rego, aquí hay 100 kilómetros,
[1:12:45.00]-[1:12:47.00]  se pasó.
[1:12:47.00]-[1:12:49.00]  Dile, no se le da cuenta a nadie, y vino aquí,
[1:12:49.00]-[1:12:51.00]  y mira qué mala suerte.
[1:12:51.00]-[1:12:53.00]  Y esa es la historia de la avioneta.
[1:12:53.00]-[1:12:55.00]  Y tenemos fotos, y los seguidos, claro, un avión,
[1:12:55.00]-[1:12:57.00]  todo a ver, lo matidadó como era, y estaba...
[1:12:57.00]-[1:12:59.00]  La ala quedó empotrada
[1:12:59.00]-[1:13:01.00]  en frente de la casa que es el avióneta.
[1:13:01.00]-[1:13:03.00]  Bueno,
[1:13:03.00]-[1:13:05.00]  y lo que dices de los coches,
[1:13:05.00]-[1:13:07.00]  allí hay un villarretiro, que decíamos antes
[1:13:07.00]-[1:13:09.00]  que era de un indiano.
[1:13:09.00]-[1:13:11.00]  Este hombre, hace 100 años,
[1:13:11.00]-[1:13:13.00]  bajaba a misa con una calesa,
[1:13:13.00]-[1:13:15.00]  tirada con dos caballos.
[1:13:15.00]-[1:13:17.00]  Era lo rico.
[1:13:17.00]-[1:13:19.00]  No lo rico, los milionarios del pueblo.
[1:13:19.00]-[1:13:21.00]  Sería milionario.
[1:13:21.00]-[1:13:23.00]  Y bajaban todos con tres jaos,
[1:13:23.00]-[1:13:25.00]  y dos cales, claro,
[1:13:25.00]-[1:13:27.00]  aquí acudieron al baza, y se esperaban,
[1:13:27.00]-[1:13:29.00]  y cuando salían, hicieron la fortuna,
[1:13:29.00]-[1:13:31.00]  allá en las Américas.
[1:13:31.00]-[1:13:33.00]  Y después, yo creo,
[1:13:33.00]-[1:13:35.00]  el primer coche que vino fue el mayor.
[1:13:35.00]-[1:13:37.00]  No, ni el mayor.
[1:13:37.00]-[1:13:39.00]  Hay uno que fue del señor...
[1:13:39.00]-[1:13:41.00]  Sí, bueno, ya no recuerdo.
[1:13:41.00]-[1:13:43.00]  Y este lo tengo en la foto.
[1:13:43.00]-[1:13:45.00]  Y es el primero que hubo, pero...
[1:13:45.00]-[1:13:47.00]  Ellos eran mayores que mi padre,
[1:13:47.00]-[1:13:49.00]  era del 10, 1910, mi padre.
[1:13:49.00]-[1:13:51.00]  Ellos, pues,
[1:13:51.00]-[1:13:53.00]  sobre el 1900 y algo.
[1:13:53.00]-[1:13:55.00]  De camiones, por ejemplo,
[1:13:55.00]-[1:13:57.00]  yo el primer camión que vi era un GMC que había,
[1:13:57.00]-[1:13:59.00]  que era un GMC,
[1:13:59.00]-[1:14:01.00]  un camión de guerra, de estos que había de Franco,
[1:14:01.00]-[1:14:03.00]  un GMC, y allí el transporte
[1:14:03.00]-[1:14:05.00]  de la azud, que llevaba una oferta de cemento,
[1:14:05.00]-[1:14:07.00]  y bajaba cemento a Tortosa.
[1:14:07.00]-[1:14:09.00]  Yo me acuerdo que íbamos
[1:14:09.00]-[1:14:11.00]  a esperarlo aquí, salimos del colegio
[1:14:11.00]-[1:14:13.00]  porque íbamos despacio, porque,
[1:14:13.00]-[1:14:15.00]  principalmente, la carretera estaba de bache,
[1:14:15.00]-[1:14:17.00]  íbamos tres o cuatro chicos, y cuando pasaba por allí,
[1:14:17.00]-[1:14:19.00]  nos cogábamos detrás del coche,
[1:14:19.00]-[1:14:21.00]  y íbamos dos o tres, y cuando llegábamos
[1:14:21.00]-[1:14:23.00]  a Chertá, nos tirábamos.
[1:14:23.00]-[1:14:25.00]  Y lo digo porque era amigo de mi padre.
[1:14:25.00]-[1:14:27.00]  Y un día decía,
[1:14:27.00]-[1:14:29.00]  ¡sobre tu padre que te cuelgas!
[1:14:29.00]-[1:14:31.00]  Porque claro, mi padre los conocía todos.
[1:14:31.00]-[1:14:33.00]  ¡El día de tu padre que te cuelgas el camión!
[1:14:33.00]-[1:14:35.00]  Y después los hispanos.
[1:14:35.00]-[1:14:37.00]  Sí, casi andando íbamos igual.
[1:14:37.00]-[1:14:39.00]  Los hispanos que entraban, los coches de línea
[1:14:39.00]-[1:14:41.00]  que entraban aquí del pueblo.
[1:14:41.00]-[1:14:43.00]  Al principio entraban aquí del pueblo.
[1:14:43.00]-[1:14:45.00]  Pero a los años, estuvo siendo muy jovencitos nosotros,
[1:14:45.00]-[1:14:47.00]  íbamos al colegio de jovencitos,
[1:14:47.00]-[1:14:49.00]  ¿no? ¿Cuántos estábamos?
[1:14:49.00]-[1:14:51.00]  ¿14 años?
[1:14:51.00]-[1:14:53.00]  ¿Aquí nos liamos?
[1:14:53.00]-[1:14:55.00]  Este coche es este que...
[1:14:55.00]-[1:14:57.00]  Yo casi no recuerdo.
[1:14:57.00]-[1:14:59.00]  Es que la exposición del coche fue cuando los 600...
[1:14:59.00]-[1:15:01.00]  Tipo de esto, la forma, como el Rolls.
[1:15:01.00]-[1:15:03.00]  Tipo, no Rolls, ¿eh?
[1:15:03.00]-[1:15:05.00]  Pero la forma de este coche
[1:15:05.00]-[1:15:07.00]  era antiguo, tipo la forma, como el Rolls.
[1:15:07.00]-[1:15:09.00]  ¿Sabes? Aquí no...
[1:15:09.00]-[1:15:11.00]  Yo no recuerdo.
[1:15:11.00]-[1:15:13.00]  El boom del Daltomán fue cuando la Seat.
[1:15:13.00]-[1:15:15.00]  Entonces la Seat, aquello, el mundo ya lo seat.
[1:15:15.00]-[1:15:17.00]  Pero este no es que lo viviéramos nosotros.
[1:15:17.00]-[1:15:19.00]  ¿Ahora motos había?
[1:15:19.00]-[1:15:21.00]  Pues la juventud tenía una moto, una terronta aquella, ¿no?
[1:15:21.00]-[1:15:23.00]  ¿Y el primer viaje que hicieron fuera de...
[1:15:23.00]-[1:15:25.00]  de Certa?
[1:15:25.00]-[1:15:27.00]  Los viajes que hicimos primero
[1:15:27.00]-[1:15:29.00]  era a Tortosa.
[1:15:29.00]-[1:15:31.00]  A Tortosa es donde íbamos a comprar.
[1:15:31.00]-[1:15:33.00]  Venías a Martín que tenías que ir a comprar el traje.
[1:15:33.00]-[1:15:35.00]  A comprar el traje, los zapatos, la camisa.
[1:15:35.00]-[1:15:37.00]  Y después a los médicos.
[1:15:37.00]-[1:15:39.00]  Si el médico te mandaba a la clínica,
[1:15:39.00]-[1:15:41.00]  tienes que ir a Tortosa a los médicos.
[1:15:41.00]-[1:15:43.00]  Eso es el viaje que hacíamos.
[1:15:43.00]-[1:15:45.00]  ¿No te parece...
[1:15:45.00]-[1:15:47.00]  No, no. Pues bueno, ibas a las fiestas de Paul,
[1:15:47.00]-[1:15:49.00]  a las fiestas de Aldobert,
[1:15:49.00]-[1:15:51.00]  a los demás de Parácto.
[1:15:51.00]-[1:15:53.00]  Para ir a comprarme la tela,
[1:15:53.00]-[1:15:55.00]  y a hacerme el vestido de comunión,
[1:15:55.00]-[1:15:57.00]  fuimos con carro.
[1:15:59.00]-[1:16:01.00]  Tres horas a pie, pues dos horas y medio con carro.
[1:16:03.00]-[1:16:05.00]  Cuando yo tenía 17 y 18 años,
[1:16:05.00]-[1:16:07.00]  íbamos al cine Tortosa los sábados.
[1:16:07.00]-[1:16:09.00]  Íbamos con bicicleta.
[1:16:09.00]-[1:16:11.00]  El que no tenía bicicleta, había una tienda que los alquilaba aquí.
[1:16:11.00]-[1:16:13.00]  Por todo el rey al este alquilaba la bicicleta.
[1:16:13.00]-[1:16:15.00]  Ibas al cine, y allí
[1:16:15.00]-[1:16:17.00]  las dejabas en un almacén que había,
[1:16:17.00]-[1:16:19.00]  allí a la bota.
[1:16:19.00]-[1:16:21.00]  A las tres botas.
[1:16:21.00]-[1:16:23.00]  Allí había un almacén, y allí dejábamos las bicicletas.
[1:16:23.00]-[1:16:25.00]  Íbamos al cine,
[1:16:25.00]-[1:16:27.00]  y después, a veces sin luz,
[1:16:27.00]-[1:16:29.00]  uno caía, rompía el medio...
[1:16:29.00]-[1:16:31.00]  Todo así.
[1:16:31.00]-[1:16:33.00]  Pero bueno, vos te dices, como no había nada más,
[1:16:33.00]-[1:16:35.00]  que ahora estás estudiado de todo,
[1:16:35.00]-[1:16:37.00]  todo, la gente, porque hay de todo para la comida.
[1:16:37.00]-[1:16:39.00]  ¿Qué quieres?
[1:16:39.00]-[1:16:41.00]  Ahora este tiempo, bueno, ya estabas ya...
[1:16:41.00]-[1:16:43.00]  ¿Qué orquestas vienen?
[1:16:43.00]-[1:16:45.00]  ¿Qué orquestas vienen?
[1:16:45.00]-[1:16:47.00]  Pues mira, viene orquestas tal, viene tal, viene la maravilla,
[1:16:47.00]-[1:16:49.00]  viene de tal...
[1:16:49.00]-[1:16:51.00]  Soñaba ya por los bailes.
[1:16:51.00]-[1:16:53.00]  Porque hacían cuatro o cinco días,
[1:16:53.00]-[1:16:55.00]  y cada día una orquesta.
[1:16:55.00]-[1:16:57.00]  Y nadie salía de aquí, no había vehículos ni nada.
[1:16:57.00]-[1:16:59.00]  Todo aquí, baile de todo.
[1:16:59.00]-[1:17:01.00]  Y muchas veces iba a Tortosa.
[1:17:01.00]-[1:17:03.00]  Yo a Tortosa andando, por el canal,
[1:17:03.00]-[1:17:05.00]  cuando tenía cuatro o cinco, mi madre andando.
[1:17:05.00]-[1:17:07.00]  Tres horas. Y si vas por la vía,
[1:17:07.00]-[1:17:09.00]  siempre cortando más recto
[1:17:09.00]-[1:17:11.00]  que las carreteras que había antes.
[1:17:11.00]-[1:17:13.00]  Pero vosotros por la vía.
[1:17:13.00]-[1:17:15.00]  Para ir a cobrar facturas del día,
[1:17:15.00]-[1:17:17.00]  había un lampista, como se dice aquí,
[1:17:17.00]-[1:17:19.00]  el Dober, el doble o cercano.
[1:17:19.00]-[1:17:21.00]  Había a pie media hora o así por la vía,
[1:17:21.00]-[1:17:23.00]  íbamos en domingo a cobrar las facturas,
[1:17:23.00]-[1:17:25.00]  andando.
[1:17:25.00]-[1:17:27.00]  Y la vía era más recta.
[1:17:27.00]-[1:17:29.00]  No había tantas curvas como en la carretera.
[1:17:29.00]-[1:17:31.00]  Y el tren está,
[1:17:31.00]-[1:17:33.00]  si lo tengo a cuenta, arriba está
[1:17:33.00]-[1:17:35.00]  todo esto de la...
[1:17:35.00]-[1:17:37.00]  La línea Valle de Safran.
[1:17:37.00]-[1:17:39.00]  Sí.
[1:17:39.00]-[1:17:41.00]  Que es la vía verde de ahora.
[1:17:41.00]-[1:17:43.00]  Sí. La vía verde es por donde pasamos.
[1:17:43.00]-[1:17:45.00]  Y la línea que hicieron
[1:17:45.00]-[1:17:47.00]  después de la guerra.
[1:17:47.00]-[1:17:49.00]  Sí, 1941.
[1:17:49.00]-[1:17:51.00]  Trabajaron todos los
[1:17:51.00]-[1:17:53.00]  presos
[1:17:53.00]-[1:17:55.00]  republicanos, los cogió
[1:17:55.00]-[1:17:57.00]  los batallones de Franco y los mandó
[1:17:57.00]-[1:17:59.00]  hacia destas. Y aquí se ha atrapado
[1:17:59.00]-[1:18:01.00]  mucha gente. 1941
[1:18:01.00]-[1:18:03.00]  o así era.
[1:18:03.00]-[1:18:05.00]  Y la vía de Valle de Safran.
[1:18:05.00]-[1:18:07.00]  Que al principio tenía que ir a San Carlos,
[1:18:07.00]-[1:18:09.00]  pero terminó a torposa.
[1:18:09.00]-[1:18:11.00]  Un tren con todo de madera,
[1:18:11.00]-[1:18:13.00]  nada de hueco,
[1:18:13.00]-[1:18:15.00]  de blando, todo.
[1:18:15.00]-[1:18:17.00]  Y luego en carbón
[1:18:17.00]-[1:18:19.00]  y todo humo.
[1:18:19.00]-[1:18:21.00]  Y este tren, cuando llegaba a la Pobla de El Cato,
[1:18:21.00]-[1:18:23.00]  enlazaba con los que vinieron de Zaragoza
[1:18:23.00]-[1:18:25.00]  a Madrid. Yo sé porque cuando iba
[1:18:25.00]-[1:18:27.00]  a Madrid, mi hermana, a la Pobla bajaba
[1:18:27.00]-[1:18:29.00]  y allí cogía el expreso que venía
[1:18:29.00]-[1:18:31.00]  de Zaragoza que iba a Madrid.
[1:18:31.00]-[1:18:33.00]  Y luego también estaba
[1:18:33.00]-[1:18:35.00]  que había de
[1:18:35.00]-[1:18:37.00]  la autovía, que era más
[1:18:37.00]-[1:18:39.00]  más de lujo, pero no lujo.
[1:18:39.00]-[1:18:41.00]  Y iba un poquito más
[1:18:41.00]-[1:18:43.00]  rápida. Y era en la tarde.
[1:18:43.00]-[1:18:45.00]  Era como un tren
[1:18:45.00]-[1:18:47.00]  eléctrico. Vinía de Zaragoza
[1:18:47.00]-[1:18:49.00]  subía por la mañana
[1:18:49.00]-[1:18:51.00]  y bajaba por la noche.
[1:18:51.00]-[1:18:53.00]  O sea que
[1:18:53.00]-[1:18:55.00]  que iba a Zaragoza le iba bien.
[1:18:55.00]-[1:18:57.00]  Pero antes no tenía ni tren ni nada.
[1:18:57.00]-[1:18:59.00]  Y un día este automotor,
[1:18:59.00]-[1:19:01.00]  los maquis, ¿habéis oído lo que eran los maquis?
[1:19:01.00]-[1:19:03.00]  Pues también la pararon
[1:19:03.00]-[1:19:05.00]  y hicieron bajar, incendiaron,
[1:19:05.00]-[1:19:07.00]  hicieron bajar la gente y le cagaron fuego.
[1:19:07.00]-[1:19:09.00]  No sé en qué parte.
[1:19:09.00]-[1:19:11.00]  Luego también se hacía el extraperlo.
[1:19:11.00]-[1:19:13.00]  La guerra como no se podía.
[1:19:13.00]-[1:19:15.00]  Las mujeres, si no estaban en estado,
[1:19:15.00]-[1:19:17.00]  si no, no podían ponerlo.
[1:19:17.00]-[1:19:19.00]  Se hacían hacer unos bots.
[1:19:19.00]-[1:19:21.00]  Como se decía,
[1:19:21.00]-[1:19:23.00]  de la funda de un cerdo o un algon,
[1:19:23.00]-[1:19:25.00]  sabe, la piel.
[1:19:25.00]-[1:19:27.00]  Hacían, no dieron más parte de todo esto.
[1:19:27.00]-[1:19:29.00]  Hacían, hacía, expresamente, uno de cuando era
[1:19:29.00]-[1:19:31.00]  uno muy pequeñito.
[1:19:31.00]-[1:19:33.00]  Lo mataban en casa y se lo ponían
[1:19:33.00]-[1:19:35.00]  aquí, todo bien puesto
[1:19:35.00]-[1:19:37.00]  con tiras y
[1:19:37.00]-[1:19:39.00]  todo atado y representaba
[1:19:39.00]-[1:19:41.00]  que estaban en estado.
[1:19:41.00]-[1:19:43.00]  Y llevaban aceite.
[1:19:43.00]-[1:19:45.00]  Aceite o harina.
[1:19:45.00]-[1:19:47.00]  Más que nada, en aceite lo hacían mucho.
[1:19:47.00]-[1:19:49.00]  Y cuando no, pues como podían,
[1:19:49.00]-[1:19:51.00]  cuando veían, se bajaban
[1:19:51.00]-[1:19:53.00]  a donde fuera, de donde, como iban,
[1:19:53.00]-[1:19:55.00]  en carro, lo que sea, porque iban
[1:19:55.00]-[1:19:57.00]  a extraperlo de toda clase de lo que podían.
[1:19:57.00]-[1:19:59.00]  Pero hacían también otra cosa.
[1:19:59.00]-[1:20:01.00]  Cuando llegaban aquí, a un par de kilómetros
[1:20:01.00]-[1:20:03.00]  del pueblo, lo tiraban
[1:20:03.00]-[1:20:05.00]  por las ventanillas,
[1:20:05.00]-[1:20:07.00]  para que no subiera el agua. Y entonces, por la noche,
[1:20:07.00]-[1:20:09.00]  iban a buscarlo.
[1:20:09.00]-[1:20:11.00]  Bajaban aquí, ellos, en el tren o lo que era.
[1:20:11.00]-[1:20:13.00]  Bajaban, tiraban, se llevaban sacos
[1:20:13.00]-[1:20:15.00]  de harina o sacos de arroz o garbanzos,
[1:20:15.00]-[1:20:17.00]  lo que llevaban, lo tiraban por las ventanillas
[1:20:17.00]-[1:20:19.00]  y entonces, aquí, a las doce de la noche,
[1:20:19.00]-[1:20:21.00]  entonces, iban en silencio y lo bajaban.
[1:20:21.00]-[1:20:23.00]  Y la gente iba a comprar.
[1:20:23.00]-[1:20:25.00]  Es que, entonces, pan no había,
[1:20:25.00]-[1:20:27.00]  harina no había, y la gente, el que tiene
[1:20:27.00]-[1:20:29.00]  dinero, por un podía comprar, el que no.
[1:20:29.00]-[1:20:31.00]  Los que teníamos un trocito de tierra,
[1:20:31.00]-[1:20:33.00]  bien, porque tenías...
[1:20:33.00]-[1:20:35.00]  Yo lo he contado antes, no te faltaba nada.
[1:20:35.00]-[1:20:37.00]  Siempre, no te sobraba nada,
[1:20:37.00]-[1:20:39.00]  pero podías comer.
[1:20:39.00]-[1:20:41.00]  Dinero no tenías, pero comías.
[1:20:41.00]-[1:20:43.00]  Y luego, también, lo que había es,
[1:20:43.00]-[1:20:45.00]  cuando iban a trabajo, a otros trabajos del pueblo,
[1:20:45.00]-[1:20:47.00]  pero como este de la fábrica,
[1:20:47.00]-[1:20:49.00]  entonces, mi padre y mi padre, les daban
[1:20:49.00]-[1:20:51.00]  un racionamiento que le dían.
[1:20:51.00]-[1:20:55.00]  Y aquello, si la gente no podía comer bien,
[1:20:55.00]-[1:20:57.00]  se quedaba un poco, y el resto,
[1:20:57.00]-[1:20:59.00]  lo cogían estas que hacían,
[1:20:59.00]-[1:21:01.00]  nuestros, lo...
[1:21:01.00]-[1:21:03.00]  el estaperlo, y aquello, pues, cobraban
[1:21:03.00]-[1:21:05.00]  un poquitín, porque algo se había que
[1:21:05.00]-[1:21:07.00]  pagar con dinero.
[1:21:07.00]-[1:21:09.00]  Pues, así, unos años, fatal, y nada más.
[1:21:09.00]-[1:21:11.00]  Era un racionamiento pésimo.
[1:21:11.00]-[1:21:15.00]  Unas judías que eran negras, así, duras,
[1:21:15.00]-[1:21:17.00]  que aquí las ponían y se ponían como unas penas,
[1:21:17.00]-[1:21:19.00]  y no las tragaba, el garrón,
[1:21:19.00]-[1:21:21.00]  los chorizos resecos, florecidos,
[1:21:21.00]-[1:21:23.00]  una cosa que era para tirar, pero,
[1:21:23.00]-[1:21:25.00]  así, estripas corazón.
[1:21:25.00]-[1:21:27.00]  Y en los colegios, a nuestra edad,
[1:21:27.00]-[1:21:29.00]  también daban, no sé, donde venían,
[1:21:29.00]-[1:21:31.00]  queso.
[1:21:31.00]-[1:21:33.00]  Cuando el Plan Marseille,
[1:21:33.00]-[1:21:35.00]  que repartían a los colegios,
[1:21:35.00]-[1:21:39.00]  íbamos a media parte, con un vaso de plástico,
[1:21:39.00]-[1:21:41.00]  y en una olla, te ponían leche en polvo,
[1:21:41.00]-[1:21:43.00]  y ahí te daban un vasito de leche en polvo.
[1:21:43.00]-[1:21:45.00]  Llevabas una bolsita con el nombre de cada uno,
[1:21:45.00]-[1:21:47.00]  botene, cada uno, y luego aquí,
[1:21:47.00]-[1:21:51.00]  te daban un trocito de queso amarillo,
[1:21:51.00]-[1:21:53.00]  pero gracias que te daban algo,
[1:21:53.00]-[1:21:57.00]  y recién calentita, la leche está, polvo,
[1:21:57.00]-[1:21:59.00]  y buena era, un poco.
[1:21:59.00]-[1:22:01.00]  Teníamos nada más.
[1:22:01.00]-[1:22:03.00]  Las cosas así.
[1:22:03.00]-[1:22:05.00]  ¿Qué hora es?
[1:22:05.00]-[1:22:07.00]  Déjame llamar a mi mujer, que me va a tardar.
[1:22:07.00]-[1:22:09.00]  Sí, sí, creo que es de aquí.
[1:22:09.00]-[1:22:13.00]  Había un temor al hacer el teléfono a hongo,
[1:22:13.00]-[1:22:15.00]  obviamente en la época de la dictadura,
[1:22:15.00]-[1:22:17.00]  tras la guerra, hay un temor.
[1:22:17.00]-[1:22:21.00]  Pero, ¿se conoce de alguien que puede tener aquí?
[1:22:21.00]-[1:22:25.00]  Y que les mataron, se los llevaban de la casa,
[1:22:25.00]-[1:22:27.00]  y a cualquier trozo de la montaña cerca,
[1:22:27.00]-[1:22:31.00]  iban allí, y personas, bueno,
[1:22:31.00]-[1:22:33.00]  pero esto, que si uno era rojo,
[1:22:33.00]-[1:22:36.00]  y si el otro no, como todo era de nacionales,
[1:22:36.00]-[1:22:38.00]  y de los de dinero,
[1:22:38.00]-[1:22:41.00]  hacían bien para todos los del pueblo y todos,
[1:22:41.00]-[1:22:43.00]  y sacaban a veces a los colegios,
[1:22:43.00]-[1:22:47.00]  y podían ir, pero cuando ya les vieron un poco,
[1:22:47.00]-[1:22:51.00]  uno se llamaba, y el otro, este de aquí.
[1:22:51.00]-[1:22:53.00]  Sí, su padre, también.
[1:22:53.00]-[1:22:55.00]  Este de aquí, y que este era tan bueno,
[1:22:55.00]-[1:22:57.00]  este de aquí, mi padre iba a los de casa.
[1:22:57.00]-[1:22:59.00]  Yo tendría que dejar que no me contestan.
[1:22:59.00]-[1:23:01.00]  Bueno, ¿eso qué pasa?
[1:23:01.00]-[1:23:03.00]  Me encantado, pero para todo lo que quiera,
[1:23:03.00]-[1:23:05.00]  me encantaba.
[1:23:05.00]-[1:23:07.00]  ¿Qué dices?
[1:23:07.00]-[1:23:09.00]  ¿Cómo sería lo de Maragall?
[1:23:09.00]-[1:23:14.00]  No, no, no, el de...
[1:23:14.00]-[1:23:17.00]  Lo familia de los de...
[1:23:17.00]-[1:23:19.00]  No, que es aquel hombre que también lo van a prender
[1:23:19.00]-[1:23:21.00]  en lo de matarlo.
[1:23:21.00]-[1:23:23.00]  Lo de...
[1:23:23.00]-[1:23:25.00]  Familia de ellos.
[1:23:25.00]-[1:23:27.00]  Este hombre de...
[1:23:27.00]-[1:23:29.00]  que lo van a prender en...
[1:23:29.00]-[1:23:31.00]  Este ya lo sé, sí.
[1:23:31.00]-[1:23:33.00]  ¿Qué?
[1:23:33.00]-[1:23:35.00]  ¿Qué?
[1:23:35.00]-[1:23:37.00]  ¿Qué?
[1:23:37.00]-[1:23:39.00]  ¿Qué?
[1:23:39.00]-[1:23:41.00]  ¿Qué?
[1:23:41.00]-[1:23:43.00]  ¿Qué?
[1:23:43.00]-[1:23:45.00]  ¿Qué?
[1:23:45.00]-[1:23:47.00]  Se sienta la lluma aquí.
[1:23:47.00]-[1:23:49.00]  La primera de aquí.
[1:23:49.00]-[1:23:51.00]  La mujer está sola en casa.
[1:23:51.00]-[1:23:53.00]  Yo no me doy la luz de media, voy.
[1:23:53.00]-[1:23:55.00]  Me voy, pero aún estoy en casa.
[1:23:55.00]-[1:23:57.00]  Sí, sí, no, que va a tirar, vale, vale.
[1:23:57.00]-[1:23:59.00]  Vale, gracias.
[1:23:59.00]-[1:24:01.00]  Venga, gracias.
[1:24:01.00]-[1:24:03.00]  Este de...
[1:24:03.00]-[1:24:05.00]  también en cierre pasos, y era muy bueno también.
[1:24:05.00]-[1:24:07.00]  Y para ir también, esto también,
[1:24:07.00]-[1:24:09.00]  la edad de mi padre no me susciría esto,
[1:24:09.00]-[1:24:11.00]  me recuerdo más atrás, ya.
[1:24:11.00]-[1:24:13.00]  Estaría un tiempo aquí.
[1:24:13.00]-[1:24:15.00]  Pues para ir, los que no querían
[1:24:15.00]-[1:24:17.00]  no iban a ir al colegio.
[1:24:17.00]-[1:24:19.00]  No sabían ni escribir una carta.
[1:24:19.00]-[1:24:21.00]  Mi abuelo ya sabía que le gustó
[1:24:21.00]-[1:24:23.00]  siempre como a mi padre.
[1:24:23.00]-[1:24:25.00]  Y era suegro, ¿no?
[1:24:25.00]-[1:24:27.00]  Suegro y Guillermo, los dos
[1:24:27.00]-[1:24:29.00]  si hubieran tenido, hubieran
[1:24:29.00]-[1:24:31.00]  estudiado. Y hacía las cartas
[1:24:31.00]-[1:24:33.00]  en mamili para los compañeros
[1:24:33.00]-[1:24:35.00]  de las novias, de los de casa, pero
[1:24:35.00]-[1:24:37.00]  aquí tengo ya mi abuelo, mi padre ya.
[1:24:37.00]-[1:24:39.00]  Para ir, mi abuelo hacía igual, para ir
[1:24:39.00]-[1:24:41.00]  al colegio, como los de casa
[1:24:41.00]-[1:24:43.00]  le hacían cuando se levantaban,
[1:24:43.00]-[1:24:45.00]  ir por las calles a recoger
[1:24:45.00]-[1:24:47.00]  el excremento
[1:24:47.00]-[1:24:49.00]  de los animales para
[1:24:49.00]-[1:24:51.00]  huertos, aquello tener
[1:24:51.00]-[1:24:53.00]  el abono. Imagínate
[1:24:53.00]-[1:24:55.00]  los que no tenían animales en casa
[1:24:55.00]-[1:24:57.00]  para abonarse, tenían cuatro plantitas.
[1:24:57.00]-[1:24:59.00]  Pues como se decían
[1:24:59.00]-[1:25:01.00]  que aquellos ya no iban al colegio,
[1:25:01.00]-[1:25:03.00]  se cortaban las tarragatas que tienen
[1:25:03.00]-[1:25:05.00]  aquí, iban descalzos.
