[0:00:00.00]-[0:00:02.00]  Hola, buenas tardes.
[2:02:19.70]-[2:02:21.70]  Entonces empiezas tú
[2:02:21.70]-[2:02:25.70]  Que empiezan a amargarte la vida que antes tú obedecías
[2:02:25.70]-[2:02:28.70]  Te dan un consejo y tú lo coges y es bueno
[2:02:28.70]-[2:02:31.70]  Pero que hoy los niños se meten en cosas
[2:02:31.70]-[2:02:33.70]  Y ya...
[2:02:33.70]-[2:02:36.70]  Ya ahí conchan todo
[2:02:36.70]-[2:02:39.70]  Entonces yo tengo mis sobrinos y todo
[2:02:39.70]-[2:02:41.70]  Los adoro y los...
[2:02:41.70]-[2:02:45.70]  Pero sé que es un sufrimiento muy grande
[2:02:45.70]-[2:02:46.70]  Ellos están en el sur
[2:02:46.70]-[2:02:48.70]  Pero cuando vienen aquí
[2:02:48.70]-[2:02:51.70]  Porque es que allá están encerrados
[2:02:51.70]-[2:02:53.70]  Aquí es otra vida
[2:02:53.70]-[2:02:56.70]  Yo misma toda una vida viviendo en el sur
[2:02:56.70]-[2:02:58.70]  Y ahora voy allá y...
[2:02:58.70]-[2:03:02.70]  Y me siento como si me fuera a ahogar
[2:03:02.70]-[2:03:06.70]  Porque tú duermes aquí y te despiertan los pajaritos
[2:03:06.70]-[2:03:08.70]  Allá no, allá no hay esto
[2:03:08.70]-[2:03:12.70]  Sirenas por un lado, sirenas por otro
[2:03:12.70]-[2:03:15.70]  Y aquí no, es otra vida
[2:03:15.70]-[2:03:18.70]  Lo primero cuando llegue digo pues...
[2:03:18.70]-[2:03:21.70]  Pero ya no, ya estoy adaptada aquí no
[2:03:21.70]-[2:03:22.70]  Ya...
[2:03:22.70]-[2:03:24.70]  Se acaba la batería
[2:03:24.70]-[2:03:26.70]  Bueno nos vamos a ir, las vamos a dejar
[2:03:26.70]-[2:03:28.70]  Porque si no las tenemos aquí entretenidas
[2:03:28.70]-[2:03:30.70]  Tómense algo
[2:03:30.70]-[2:03:31.70]  Entra para dentro
[2:03:31.70]-[2:03:34.70]  Nos tomamos una cerveza entre las tres
[2:03:34.70]-[2:03:39.70]  Pero solo una cervecita entre las tres
[2:03:51.70]-[2:03:53.70]  Entra ahí para que tu cuajas
[2:03:53.70]-[2:03:55.70]  Vale, vale, muchísimas gracias
[2:03:55.70]-[2:03:57.70]  ¿No entra usted con nosotras?
[2:03:57.70]-[2:03:59.70]  ¿Usted no entra con nosotras?
[2:03:59.70]-[2:04:01.70]  Digo, ¿para qué venía yo?
[2:04:01.70]-[2:04:03.70]  Me desayuné ella desde cuando
[2:04:03.70]-[2:04:05.70]  Me desayunó ella
[2:04:05.70]-[2:04:10.70]  Primero me llevó un zumo de naranja a la cama
[2:04:10.70]-[2:04:15.70]  Y después me hizo mi buen desayuno
[2:04:15.70]-[2:04:17.70]  De galleta
[2:04:17.70]-[2:04:19.70]  Café
[2:04:19.70]-[2:04:21.70]  Y leche
[2:04:23.70]-[2:04:27.70]  Y para beberme una pastilla que me estoy bebiendo para la atención
[2:04:27.70]-[2:04:29.70]  Así que yo gracias a Dios
[2:04:29.70]-[2:04:31.70]  Este es mi marido
[2:04:31.70]-[2:04:37.70]  Y aquí es mi padre, se murió cuando se murió con un paciente
[2:04:37.70]-[2:04:40.70]  Y mi padre sí
[2:04:40.70]-[2:04:43.70]  Y después somos los hermanos chicos ahí
[2:04:43.70]-[2:04:45.70]  Pero...
[2:04:45.70]-[2:04:47.70]  ¿Y esa es la tía de mi padre?
[2:04:47.70]-[2:04:49.70]  Sí
[2:04:49.70]-[2:04:51.70]  ¿Y esa es una casa tradicional?
[2:04:51.70]-[2:04:53.70]  Es la casa así, esta es la casa de mi abuela
[2:04:53.70]-[2:04:55.70]  Porque Dios vos acompañe y vos ayude
[2:04:55.70]-[2:04:57.70]  Igualmente
[2:04:57.70]-[2:04:59.70]  Y...
[2:04:59.70]-[2:05:03.70]  Vos separe un buen marido
[2:05:03.70]-[2:05:06.70]  Y que lo paséis bien
[2:05:06.70]-[2:05:08.70]  Muchas gracias
[2:05:08.70]-[2:05:10.70]  La pastilla para el dolor
[2:05:10.70]-[2:05:12.70]  ¿Entramos o no?
[2:05:12.70]-[2:05:14.70]  Entrális para que pueda llegar
[2:05:14.70]-[2:05:16.70]  No, no, no
[2:05:16.70]-[2:05:18.70]  Deja de hacer el suelo que te tome
[2:05:18.70]-[2:05:26.70]  Lo más mal pago que hay, la camadera de pisos, como ustedes quieran
[2:05:26.70]-[2:05:28.70]  ¿Usted se queda aquí?
[2:05:28.70]-[2:05:30.70]  La quito esto de aquí
[2:05:30.70]-[2:05:32.70]  Esto de arraiga
[2:05:34.70]-[2:05:36.70]  Ahí no te pasa nada
[2:05:42.70]-[2:05:44.70]  ¿Me ayudo?
[2:05:44.70]-[2:05:48.70]  No, ella sí que no, mira, coge pescitos
[2:05:55.70]-[2:05:57.70]  ¿Qué va, mi nena?
[2:06:01.70]-[2:06:04.70]  ¿Usted toma una ferventa?
[2:06:04.70]-[2:06:06.70]  No
[2:06:06.70]-[2:06:08.70]  Ella toma, no toma
[2:06:08.70]-[2:06:11.70]  Ella su jugo, coja un queso y galletita
[2:06:11.70]-[2:06:14.70]  Anda que si no les pongo otro poquito
[2:06:14.70]-[2:06:16.70]  No, no, no, que nos vamos
[2:06:16.70]-[2:06:18.70]  Ahora mismo salimos
[2:06:18.70]-[2:06:20.70]  Que si no nos vamos y no las dejamos tranquilas
[2:06:20.70]-[2:06:22.70]  Pero usted no se toma nada
[2:06:22.70]-[2:06:25.70]  No, no, yo estoy tomando para los...
[2:06:25.70]-[2:06:27.70]  Bueno, pues salud
[2:06:27.70]-[2:06:31.70]  Para los dolores estoy tomando pastillas
[2:06:31.70]-[2:06:33.70]  Es que...
[2:06:33.70]-[2:06:35.70]  Es que así
[2:06:35.70]-[2:06:37.70]  Va pasando el tiempo
[2:06:37.70]-[2:06:39.70]  ¿Querís probar el queso?
[2:06:39.70]-[2:06:41.70]  Sí, un poco
[2:06:41.70]-[2:06:43.70]  Trae un poco
[2:06:43.70]-[2:06:45.70]  ¿Te ayudo?
[2:06:45.70]-[2:06:47.70]  No, yo puedo
[2:06:47.70]-[2:06:49.70]  Ya te digo, se va
[2:06:57.70]-[2:06:59.70]  ¿Tienen palita?
[2:06:59.70]-[2:07:01.70]  Esto es maravilloso, ¿no?
[2:07:01.70]-[2:07:03.70]  Está muy rico, ¿no?
[2:07:03.70]-[2:07:05.70]  Qué bueno
[2:07:05.70]-[2:07:07.70]  ¿Este qué es?
[2:07:07.70]-[2:07:09.70]  ¿Este no es como el que se compra?
[2:07:09.70]-[2:07:11.70]  No, es ecológico
[2:07:11.70]-[2:07:15.70]  Las cosas que de casa son cosas de casa
[2:07:15.70]-[2:07:17.70]  No es igual que lo que viene fabricado
[2:07:17.70]-[2:07:19.70]  Que todo te viene...
[2:07:19.70]-[2:07:21.70]  No, no, luego
[2:07:21.70]-[2:07:23.70]  Como un potaje
[2:07:23.70]-[2:07:25.70]  Tú lo haces en tu casa y te sabe bueno
[2:07:25.70]-[2:07:28.70]  Lo compras congelado
[2:07:28.70]-[2:07:30.70]  Y no es igual
[2:07:32.70]-[2:07:34.70]  Muchísimas gracias
[2:07:34.70]-[2:07:38.70]  No es lo mismo lo que es
[2:07:40.70]-[2:07:42.70]  Esto es así
[2:07:42.70]-[2:07:44.70]  Hay que...
[2:07:44.70]-[2:07:46.70]  Que ir eso como uno puede
[2:07:46.70]-[2:07:50.70]  ¿Y ahora ustedes siguen teniendo algo de cultivo?
[2:07:50.70]-[2:07:52.70]  ¿De papas o algo?
[2:07:52.70]-[2:07:54.70]  No, plantamos nada más que pacacitas
[2:07:54.70]-[2:07:56.70]  Eso, pacacitas las cositas
[2:07:56.70]-[2:08:02.70]  Sí, plantamos una cebollita, una calabaza, unas papitas
[2:08:02.70]-[2:08:04.70]  Y lo tienen aquí
[2:08:04.70]-[2:08:06.70]  Sí
[2:08:06.70]-[2:08:08.70]  Eso es ahí
[2:08:08.70]-[2:08:10.70]  Que no se puede porque...
[2:08:12.70]-[2:08:14.70]  La agricultura es lo más mal pagado que hay
[2:08:14.70]-[2:08:16.70]  Tú sabes que el campo no...
[2:08:16.70]-[2:08:18.70]  Para tu casa sí
[2:08:18.70]-[2:08:20.70]  Para tu casa luego da mucho gusto
[2:08:20.70]-[2:08:22.70]  Cuando uno luego se hace sus papas
[2:08:22.70]-[2:08:24.70]  Sí, hombre, es muy distinto
[2:08:24.70]-[2:08:26.70]  Haces tus cosas como tú
[2:08:26.70]-[2:08:31.70]  No es igual comer una manzana que esté envenenada
[2:08:31.70]-[2:08:36.70]  Haz una que la coges tú sin veneno
[2:08:36.70]-[2:08:39.70]  Pero ya todo está contaminado, mi niño
[2:08:39.70]-[2:08:45.70]  Es que estamos viviendo en una vida que es todo rápido
[2:08:45.70]-[2:08:47.70]  ¿Y usted ya se ha jubilado?
[2:08:47.70]-[2:08:49.70]  Que no, que va
[2:08:49.70]-[2:08:52.70]  Pero teníamos que estar alguien con ella
[2:08:52.70]-[2:08:54.70]  Con ella
[2:08:54.70]-[2:08:57.70]  Entonces mis hermanas tienen nietos
[2:08:57.70]-[2:08:59.70]  Tienen que estar con ellos
[2:08:59.70]-[2:09:02.70]  Pero tan mayores son para tener nietos
[2:09:02.70]-[2:09:05.70]  No, sí, no, más viejas que yo sí
[2:09:05.70]-[2:09:09.70]  Sí, una tiene dos
[2:09:09.70]-[2:09:11.70]  Y tiene que estar al tanto de ella
[2:09:11.70]-[2:09:16.70]  Y después la otra está trabajando en un colegio unas horitas y no puede...
[2:09:16.70]-[2:09:19.70]  ¿Sabes que el que tiene trabajo hoy tiene una notería?
[2:09:19.70]-[2:09:22.70]  Porque antes tú ibas a todos sitios
[2:09:22.70]-[2:09:24.70]  Y encontraba trabajo
[2:09:24.70]-[2:09:28.70]  Te llamaban de un trabajo, era igual en los hoteles
[2:09:28.70]-[2:09:30.70]  Te iba mal en uno y te ibas a otro
[2:09:30.70]-[2:09:35.70]  Ahora tienes que estar humillada donde estás porque pierdes el trabajito
[2:09:35.70]-[2:09:38.70]  Entonces que eso pasa con...
[2:09:38.70]-[2:09:42.70]  Entonces están allá y después tengo otra hermana en la mayor que está mal
[2:09:42.70]-[2:09:45.70]  Lo vamos a compartir porque no la vamos a dejar aquí
[2:09:45.70]-[2:09:47.70]  Pero tómese la usted, ¿no?
[2:09:47.70]-[2:09:51.70]  No, no, yo te digo que no tomo nada porque yo mi tratamiento es mi tratamiento
[2:09:51.70]-[2:09:53.70]  Claro, esa no se puede
[2:09:53.70]-[2:09:55.70]  Sí
[2:09:55.70]-[2:09:58.70]  Está buenísimo el queso, bueno todavía
[2:09:58.70]-[2:10:03.70]  Es un vino natural
[2:10:03.70]-[2:10:09.70]  Y el vino es de aquí hecho, pues sí que lo hacen mis hermanos Paez
[2:10:09.70]-[2:10:11.70]  ¿Eso es vino?
[2:10:11.70]-[2:10:14.70]  Sí, es cosechado así de...
[2:10:14.70]-[2:10:16.70]  ¿Que lo hacen ustedes?
[2:10:16.70]-[2:10:17.70]  Sí
[2:10:17.70]-[2:10:24.70]  Eso lo hacen todavía ellos tradicional para casa porque ellos abandonaron todo
[2:10:24.70]-[2:10:26.70]  Que no puede ser porque...
[2:10:26.70]-[2:10:27.70]  Claro
[2:10:27.70]-[2:10:31.70]  Y eso es a mi hermano mayor que es al que le gusta la agricultura
[2:10:31.70]-[2:10:35.70]  Porque los otros tienen su trabajo y tampoco te puede...
[2:10:35.70]-[2:10:39.70]  Vas a dejar un trabajo para dedicarse antes sí porque era obligado
[2:10:39.70]-[2:10:42.70]  No tenías para dónde ir
[2:10:42.70]-[2:10:49.70]  Y ahora si encuentras un trabajo tú no te vas a meter a una cosa que no te da nada
[2:10:49.70]-[2:10:52.70]  Y después que te... para tu cotización el día de mañana
[2:10:52.70]-[2:10:53.70]  Claro
[2:10:53.70]-[2:11:01.70]  Que si estás en un sitio pues tiene... te pagan tu seguridad social y todo y entonces tienes tu...
[2:11:01.70]-[2:11:05.70]  Tu derecho, pero el campo no
[2:11:05.70]-[2:11:10.70]  El campo es todos los días lo mismo, trabajar y sin... y sin resultado
[2:11:10.70]-[2:11:14.70]  Y ahora está usted con su madre y ya no trabaja
[2:11:14.70]-[2:11:16.70]  No
[2:11:16.70]-[2:11:18.70]  Pero ya después empieza...
[2:11:18.70]-[2:11:22.70]  Antes llegabas y encontrabas trabajo por todos los sitios
[2:11:22.70]-[2:11:31.70]  Pero ahora llegas ahí y ni... una cosa es verlo y otra hay mucha gente buscando trabajo y no encuentras muchachitas nuevas
[2:11:31.70]-[2:11:35.70]  Pues entonces ya... que pasen los 40 años ya no...
[2:11:35.70]-[2:11:37.70]  Ya más está quemada
[2:11:37.70]-[2:11:45.70]  Porque en un hotel trabajo, trabajo con control y tienes que terminar a las 4 de la tarde
[2:11:45.70]-[2:11:54.70]  No solo cuando subes a trabajar que hacer los apartamentos, sino lo que tienes que hacer antes que esto de las zonas comunes
[2:11:54.70]-[2:11:57.70]  Entonces pues todo eso...
[2:11:57.70]-[2:12:02.70]  Quiera uno te... ya está uno fastidiado, tiene uno...
[2:12:02.70]-[2:12:09.70]  De cargar tantas cosas y bajar tantas cosas, pues ya te duelen todos los huesos
[2:12:09.70]-[2:12:14.70]  Con pastillitas, ir aguantando hasta que no puedas
[2:12:14.70]-[2:12:18.70]  Pero usted es muy joven, es decir...
[2:12:18.70]-[2:12:23.70]  Sí, pero se empezó a trabajar hoy y aquí es que la gente se empezó a trabajar...
[2:12:23.70]-[2:12:26.70]  Teníamos que empezar a trabajar nuevo
[2:12:26.70]-[2:12:32.70]  Y después vas a trabajar y que te metes en trabajo empieza primero los tomateros
[2:12:32.70]-[2:12:38.70]  Que teniéramos esto y ya empezar los hoteles, pues ya te metes en los hoteles porque mejor sueldo
[2:12:38.70]-[2:12:41.70]  Sí, ¿cuánto tiempo ha estado trabajando en el sur?
[2:12:41.70]-[2:12:43.70]  En el sur, bueno...
[2:12:43.70]-[2:12:45.70]  ¿11 años hasta qué edad?
[2:12:45.70]-[2:12:48.70]  Hasta los 50 por lo menos
[2:12:48.70]-[2:12:51.70]  Hasta los 50 y luego ya se ha venido...
[2:12:51.70]-[2:12:55.70]  Y ya después ya se partió ya la cadera y ya me vine
[2:12:55.70]-[2:12:57.70]  ¿Y eso cuando fue?
[2:12:57.70]-[2:13:01.70]  No, eran 3 o 4 años
[2:13:01.70]-[2:13:06.70]  Y ya después digo pues nada, aquí estoy con ella
[2:13:06.70]-[2:13:09.70]  Bueno eso está muy bien, está con su madre
[2:13:09.70]-[2:13:13.70]  Eso dice que es una casa
[2:13:13.70]-[2:13:17.70]  Porque claro, ya estaba en casa
[2:13:17.70]-[2:13:19.70]  Y tú sabes que no se puede...
[2:13:19.70]-[2:13:23.70]  Ahí tiene que tener la puerta cerrada y las ventanas abiertas
[2:13:23.70]-[2:13:27.70]  Antes sí, antes estaba tranquilo todo
[2:13:27.70]-[2:13:30.70]  Pero es que ahora ha venido tanta gente
[2:13:30.70]-[2:13:35.70]  Que no puedes tú... ahí no puedes tú abrirle la puerta a cualquiera
[2:13:35.70]-[2:13:39.70]  Y ella le decía, ella le llamaba a mis hermanos de aquí como estaba
[2:13:39.70]-[2:13:42.70]  Dice que es la cárcel, porque estaba encerrada
[2:13:42.70]-[2:13:45.70]  No le gustaba a usted ir allí
[2:13:45.70]-[2:13:48.70]  Y ella dice que la trajeron para su casa y está en su casa
[2:13:48.70]-[2:13:54.70]  Sí, yo me rompí la cadera y después la suerte y tuve mucha suerte
[2:13:54.70]-[2:13:57.70]  Tuve suerte porque el doctor que me...
[2:13:57.70]-[2:13:59.70]  Pero...
[2:13:59.70]-[2:14:04.70]  Era muy buenísimo, bueno, bueno, bueno, bueno, bueno no podía hacer
[2:14:04.70]-[2:14:08.70]  Después las rehabilitaciones que me la hizo un muchacho
[2:14:08.70]-[2:14:12.70]  También le llamaban y él me dijo, doña...
[2:14:12.70]-[2:14:14.70]  Usted no se apure
[2:14:14.70]-[2:14:17.70]  Que usted ahora es mi madre
[2:14:17.70]-[2:14:22.70]  Y yo la trato usted como a mi madre
[2:14:22.70]-[2:14:27.70]  Y no se apure que yo le de a usted las rehabilitaciones
[2:14:27.70]-[2:14:29.70]  Como si fuera mi madre y no se apure
[2:14:29.70]-[2:14:31.70]  Y de aquí sale usted curado
[2:14:31.70]-[2:14:35.70]  En 18 días se va usted para su casa
[2:14:35.70]-[2:14:39.70]  Y así fue que me lo hizo ese muchacho
[2:14:39.70]-[2:14:42.70]  Y el doctor no me quería adelantar
[2:14:42.70]-[2:14:47.70]  Y yo como era 15 de agosto decía que me vinía
[2:14:47.70]-[2:14:51.70]  Y entonces ella no quería que yo me viniera pero me vine
[2:14:51.70]-[2:14:53.70]  Me vine para acá
[2:14:53.70]-[2:14:57.70]  Y después cuando volví para allá estaba como medio enfadado
[2:14:57.70]-[2:15:01.70]  Me atendió pero... y me dio la alta y eso
[2:15:01.70]-[2:15:07.70]  Pero él lo que quería es que me estuviera hasta que él me dijera que me viniera
[2:15:07.70]-[2:15:12.70]  Bueno, o sea que todo funcionó muy bien
[2:15:12.70]-[2:15:14.70]  Que todo fue muy bien
[2:15:14.70]-[2:15:16.70]  Sí, gracias a Dios
[2:15:16.70]-[2:15:20.70]  Yo era buena pero ellos eran también
[2:15:20.70]-[2:15:23.70]  Usted hizo todos los ejercicios que tenía que hacer
[2:15:23.70]-[2:15:26.70]  Porque yo no...
[2:15:26.70]-[2:15:29.70]  Yo no me ponía a decir nada sino
[2:15:29.70]-[2:15:32.70]  Lo que ellos hacían para mí estaba bien
[2:15:36.70]-[2:15:38.70]  Bueno, pues nos vamos a tener que ir
[2:15:38.70]-[2:15:41.70]  Que ya llevamos aquí no sé cuánto rato
[2:15:41.70]-[2:15:45.70]  Pero las hemos entretenido ya un buen rato
[2:15:45.70]-[2:15:48.70]  Ha sido muy amable, muy amable las dos
[2:15:48.70]-[2:15:50.70]  Muchísimas gracias
[2:15:50.70]-[2:15:56.70]  Si no se atiende a una persona que venga buenísima como ustedes
[2:15:56.70]-[2:15:58.70]  ¿A quién se atiende?
[2:15:58.70]-[2:16:00.70]  A uno malo que venga
[2:16:00.70]-[2:16:06.70]  No, pero a veces no tienen ganas de hablar o tienen otras cosas que hacer
[2:16:06.70]-[2:16:11.70]  Ya son muchos años y se le olvidaron muchas las cosas
[2:16:11.70]-[2:16:13.70]  Bueno, pero no, si tiene mucha memoria madre mía
[2:16:13.70]-[2:16:15.70]  Se saben los romances todavía
[2:16:15.70]-[2:16:18.70]  Se saben todas esas...
[2:16:18.70]-[2:16:20.70]  Ya son muchos años
[2:16:20.70]-[2:16:22.70]  Yo no, mi niña
[2:16:22.70]-[2:16:27.70]  A una persona que llega a mi casa no le hago más las gracias
[2:16:27.70]-[2:16:30.70]  Si no es mala, si la persona no es mala
[2:16:30.70]-[2:16:33.70]  Y ustedes son bastante buenísimas
[2:16:33.70]-[2:16:36.70]  Pues muchísimas gracias, de verdad
[2:16:36.70]-[2:16:39.70]  Ha sido para nosotras muy útil hablar con usted
[2:16:39.70]-[2:16:42.70]  Que nos haya contado todo esto
[2:16:42.70]-[2:16:43.70]  Muy bien
[2:16:43.70]-[2:16:45.70]  Por Arubre, cercado, ahí también
[2:16:45.70]-[2:16:48.70]  Sí, queremos ir acercados
[2:16:48.70]-[2:16:57.70]  Sí, desde que ustedes llegaron allí a mí me agradaron bastante
[2:16:57.70]-[2:16:59.70]  Que yo me volví para aquí abajo
[2:16:59.70]-[2:17:02.70]  Pues muy amable, muy amable
[2:17:02.70]-[2:17:06.70]  Bueno, muchísimas gracias por ese queso de la cerveza que está buenísimo
[2:17:06.70]-[2:17:10.70]  Bueno, con voluntad es lo que hay, pero bueno
[2:17:10.70]-[2:17:12.70]  Y que sigan así de bien aquí en el campo
[2:17:12.70]-[2:17:14.70]  Igualmente ustedes que les vaya
[2:17:14.70]-[2:17:16.70]  Que les vaya muy bien
[2:17:16.70]-[2:17:19.70]  Esto es cosechado en lo nuestro
[2:17:19.70]-[2:17:26.70]  Y la persona que se llegue, una persona de seta y buena no les hace más malas gracias, no
[2:17:26.70]-[2:17:31.70]  Bueno, muchísimas gracias, de verdad
[2:17:31.70]-[2:17:37.70]  Entonces nos vamos a Sonia, a ver si nos va a comer
[2:17:37.70]-[2:17:39.70]  A donde ustedes quieran ir, nos iba a buscar potas
[2:17:39.70]-[2:17:42.70]  Igual ella tiene, ella es muy agradable
[2:17:42.70]-[2:17:45.70]  La madre de Sonia es muy agradable
[2:17:45.70]-[2:17:47.70]  Le voy a dar un beso
[2:17:47.70]-[2:17:50.70]  Pues Dios te nace, que Dios te acompañe
[2:17:50.70]-[2:17:53.70]  Y que tengas suerte
[2:17:53.70]-[2:17:55.70]  Gracias
[2:17:55.70]-[2:18:00.70]  Pues vale, que tengáis mucha suerte
[2:18:00.70]-[2:18:02.70]  Que vos vayas bien
[2:18:02.70]-[2:18:04.70]  Muchas gracias
[2:18:04.70]-[2:18:06.70]  Pues nada, un placer
[2:18:06.70]-[2:18:07.70]  Muchas gracias
[2:18:07.70]-[2:18:12.70]  Muchas gracias, igualmente que tengáis mucha suerte
[2:18:12.70]-[2:18:13.70]  Gracias
[2:18:13.70]-[2:18:17.70]  Y buen viaje por esa carretera ahí que vos ayudes
[2:18:17.70]-[2:18:21.70]  Ahí en el cercado, en casa de él
[2:18:21.70]-[2:18:23.70]  Les ayudamos a meter las sillas
[2:18:23.70]-[2:18:27.70]  No, de las panquillas, ellas están ahí en el patio
[2:18:27.70]-[2:18:32.70]  Como haya sol ahí, se asientan todas ahí cuando vienen
[2:18:32.70]-[2:18:34.70]  Es que se está muy bien al sol
[2:18:34.70]-[2:18:38.70]  No, aquí es que los días ahora ha estado frío
[2:18:38.70]-[2:18:42.70]  Estaba haciendo unas noticias de...
[2:18:42.70]-[2:18:44.70]  Sí, eso me han dicho que el tiempo ha estado medio raro
[2:18:44.70]-[2:18:48.70]  Sí, sí, ha estado rarísimo el tiempo aquí ahora
[2:18:48.70]-[2:18:54.70]  Ahora suben también, yo creo que la Virgen de Guadalupe para la salla
[2:18:54.70]-[2:18:56.70]  Sí
[2:18:56.70]-[2:18:58.70]  La suben ahora a mi pareja
[2:18:58.70]-[2:19:00.70]  ¿Y cuándo la bajan a San Sebastián?
[2:19:00.70]-[2:19:04.70]  Hasta noviembre, no será, el día que...
[2:19:04.70]-[2:19:07.70]  No estoy seguro
[2:19:07.70]-[2:19:10.70]  ¿Cuándo la bajan a San Sebastián?
[2:19:10.70]-[2:19:14.70]  Hasta noviembre, no será, el día que...
[2:19:14.70]-[2:19:16.70]  No estoy seguro
[2:19:16.70]-[2:19:20.70]  Cuando llegó aquí, estaba muy bonito
[2:19:20.70]-[2:19:23.70]  Aunque estuvo lloviendo, pero estuvo muy bonito
[2:19:23.70]-[2:19:24.70]  Sí
[2:19:29.70]-[2:19:31.70]  Le volvimos a colocar las sillas
[2:19:31.70]-[2:19:34.70]  ¡Que no! ¡Déjala ahí! ¡Ay, ellas no!
[2:19:34.70]-[2:19:36.70]  Estas están siempre aquí
[2:19:36.70]-[2:19:39.70]  Porque llegan y se quedan aquí asentados
[2:19:39.70]-[2:19:43.70]  ¡Ay, déjala ahí tranquila! No se amarguen la vida que ya...
[2:19:43.70]-[2:19:46.70]  Eso, bueno, pues vale, buen viaje
[2:19:46.70]-[2:19:48.70]  Pues muchísimas gracias
[2:19:48.70]-[2:19:50.70]  Muchas gracias
[2:19:50.70]-[2:20:14.70]  ¡Adiós!
