[0:00:00.00]-[0:00:02.00]  Hola, ¿cómo estás?
[1:29:56.70]-[1:29:58.70]  ¿Verdad?
[1:29:58.70]-[1:30:00.70]  Que no le regañas
[1:30:00.70]-[1:30:02.70]  No le dicen estudia
[1:30:02.70]-[1:30:04.70]  Y va
[1:30:04.70]-[1:30:06.70]  Ahora la mayor
[1:30:06.70]-[1:30:08.70]  Se llama...
[1:30:08.70]-[1:30:10.70]  Terminado
[1:30:10.70]-[1:30:12.70]  Terminado
[1:30:12.70]-[1:30:14.70]  Medicina
[1:30:14.70]-[1:30:16.70]  Ha hecho el MI
[1:30:16.70]-[1:30:18.70]  Ha ido a Madrid para buscar
[1:30:18.70]-[1:30:20.70]  La plaza que la llamaron
[1:30:20.70]-[1:30:22.70]  Y como ella se llama
[1:30:26.70]-[1:30:28.70]  Dice
[1:30:28.70]-[1:30:30.70]  Yo soy de las primeras para elegir
[1:30:32.70]-[1:30:34.70]  Y ella de las...
[1:30:34.70]-[1:30:36.70]  Dice no
[1:30:36.70]-[1:30:38.70]  Que es por puntos
[1:30:38.70]-[1:30:40.70]  No, no es por puntos
[1:30:40.70]-[1:30:42.70]  Es que soy muy lista
[1:30:42.70]-[1:30:44.70]  Que tengo muchas notablas
[1:30:44.70]-[1:30:46.70]  Sobresalientes, abuela
[1:30:46.70]-[1:30:48.70]  Y que no he perdido ningún año
[1:30:48.70]-[1:30:50.70]  Lleva la carrera toda por año
[1:30:50.70]-[1:30:52.70]  Terminado con los 26 años
[1:30:52.70]-[1:30:54.70]  No he perdido ningún año
[1:30:54.70]-[1:30:56.70]  Digo, ah, que es por lista
[1:30:56.70]-[1:30:58.70]  No lo sabía yo, hija
[1:30:58.70]-[1:31:00.70]  Pero ahora ella puede elegir
[1:31:00.70]-[1:31:02.70]  Tampoco sabía yo eso
[1:31:02.70]-[1:31:04.70]  Que aquí tenemos un hospital
[1:31:04.70]-[1:31:06.70]  Y es Comarca
[1:31:06.70]-[1:31:08.70]  Que por ejemplo
[1:31:08.70]-[1:31:10.70]  Lo halla de Málaga
[1:31:10.70]-[1:31:12.70]  Y el Rocío, yo no sé qué, de Sevilla
[1:31:12.70]-[1:31:14.70]  Que hay otros hospitales
[1:31:14.70]-[1:31:16.70]  O sea que habrá más cirujanos
[1:31:16.70]-[1:31:18.70]  O lo que sea de más categoría
[1:31:18.70]-[1:31:20.70]  Entonces este es de menos
[1:31:20.70]-[1:31:22.70]  Dice, pero a mí no me importa venirme a este
[1:31:22.70]-[1:31:24.70]  Que es de menos categoría
[1:31:24.70]-[1:31:26.70]  Porque mira abuela, aquí voy en la moto
[1:31:26.70]-[1:31:28.70]  Estoy en el hospital, me vengo a mi casa
[1:31:28.70]-[1:31:30.70]  Tengo la cama, tengo la comida
[1:31:30.70]-[1:31:32.70]  Y tengo mi dinero para guardarlo
[1:31:32.70]-[1:31:34.70]  Para comprarme un coche
[1:31:34.70]-[1:31:36.70]  Y me voy a Sevilla
[1:31:36.70]-[1:31:38.70]  Muy bien, tendré otro más médico
[1:31:38.70]-[1:31:40.70]  Pero ahora
[1:31:40.70]-[1:31:42.70]  Yo tengo que estudiar cuatro años más
[1:31:42.70]-[1:31:44.70]  Una especialidad
[1:31:44.70]-[1:31:46.70]  Tengo que estudiar ahora
[1:31:46.70]-[1:31:48.70]  Dice, allí ahora salgo
[1:31:48.70]-[1:31:50.70]  Ay, la comida, ay
[1:31:50.70]-[1:31:52.70]  Como me voy a ir en el coche de Sevilla
[1:31:52.70]-[1:31:54.70]  Hasta que llego a las 10 de la noche para ir a Antequera
[1:31:54.70]-[1:31:56.70]  Tengo que buscar algo para dormir
[1:31:56.70]-[1:31:58.70]  Y agarro todo el dinero para dormir, para comer
[1:31:58.70]-[1:32:00.70]  Y yo pensar, y aquí lo tengo todo
[1:32:00.70]-[1:32:02.70]  Me voy a mi cuarto de Londo
[1:32:02.70]-[1:32:04.70]  Y llego a las dos casas muy bien
[1:32:04.70]-[1:32:06.70]  Es que es mi casa
[1:32:06.70]-[1:32:08.70]  Muy bien, tiene novio
[1:32:08.70]-[1:32:10.70]  Ya te digo, como a 14 años
[1:32:10.70]-[1:32:12.70]  Tenía uno y ahora este ya le está durando
[1:32:12.70]-[1:32:14.70]  Este ya empezó con 16 años
[1:32:14.70]-[1:32:16.70]  Y este la va a aguantar la carrera
[1:32:16.70]-[1:32:18.70]  Esta tiene mucho de años, es bajita
[1:32:18.70]-[1:32:20.70]  Muy guapa de cara, pero bajita
[1:32:20.70]-[1:32:22.70]  Y luego tengo la otra
[1:32:22.70]-[1:32:24.70]  Que se llama mamá
[1:32:24.70]-[1:32:26.70]  Que también es de
[1:32:26.70]-[1:32:28.70]  Y tampoco le regañan
[1:32:28.70]-[1:32:30.70]  Ni le dice estudia, ni no estudia
[1:32:30.70]-[1:32:32.70]  Y va poco bien
[1:32:32.70]-[1:32:34.70]  Y ahora termina una cosa
[1:32:34.70]-[1:32:36.70]  Ella no ha cogido carrera
[1:32:36.70]-[1:32:38.70]  Ellas para los niños son normales
[1:32:38.70]-[1:32:40.70]  Pero ahora quiere hacer otra cosa más
[1:32:40.70]-[1:32:42.70]  Y...
[1:32:42.70]-[1:32:44.70]  Pero esta
[1:32:44.70]-[1:32:46.70]  Hace lo que le da la gana a ella
[1:32:46.70]-[1:32:48.70]  No, abuela, sí, sí, sí, sí
[1:32:48.70]-[1:32:50.70]  Pero vos hace lo que quiera
[1:32:50.70]-[1:32:52.70]  Yo le digo mosquita muerta
[1:32:52.70]-[1:32:54.70]  Y la otra
[1:32:54.70]-[1:32:56.70]  Abuela, eso me va a disparar
[1:32:56.70]-[1:32:58.70]  Eso no me lo puedo creer
[1:32:58.70]-[1:33:00.70]  Abuela, eso me va a disparar
[1:33:00.70]-[1:33:02.70]  Eso no me lo pongo yo
[1:33:02.70]-[1:33:04.70]  Pero abuela, calla, calla
[1:33:04.70]-[1:33:06.70]  Es una minifarda
[1:33:06.70]-[1:33:08.70]  Esa es mini
[1:33:08.70]-[1:33:10.70]  Ay abuela
[1:33:10.70]-[1:33:12.70]  Pero sin batada
[1:33:12.70]-[1:33:14.70]  Y yo, bueno, si ya está, pero ya bien
[1:33:14.70]-[1:33:16.70]  Ya está
[1:33:16.70]-[1:33:18.70]  Esa contesta
[1:33:18.70]-[1:33:20.70]  Pero la otra no te dice nada
[1:33:20.70]-[1:33:22.70]  Pero hace lo que le da la gana
[1:33:22.70]-[1:33:24.70]  También tiene novio
[1:33:24.70]-[1:33:28.70]  El de la médica es mecánico
[1:33:28.70]-[1:33:30.70]  Y la otra es
[1:33:30.70]-[1:33:32.70]  Dentro de aviación está en una academia
[1:33:32.70]-[1:33:34.70]  En Zaragoza
[1:33:34.70]-[1:33:36.70]  No sé si sale de terrientes
[1:33:36.70]-[1:33:38.70]  Si sale de cabo
[1:33:38.70]-[1:33:40.70]  Dice que no, que de cabo nunca sale más
[1:33:40.70]-[1:33:42.70]  Pero no sé lo que saldrá
[1:33:42.70]-[1:33:44.70]  Y ese se llama
[1:33:44.70]-[1:33:46.70]  Es un pajarillo
[1:33:46.70]-[1:33:48.70]  Y
[1:33:48.70]-[1:33:50.70]  Le dice nada
[1:33:50.70]-[1:33:52.70]  Y yo le digo, miren que cuando tenga un niño
[1:33:52.70]-[1:33:54.70]  Le digo a tu padre, nada
[1:33:54.70]-[1:33:56.70]  Y el padre dice, si, leí
[1:33:56.70]-[1:33:58.70]  Y yo no me gustaba
[1:33:58.70]-[1:34:00.70]  Y mi hija, nada
[1:34:00.70]-[1:34:02.70]  Como yo vivía
[1:34:02.70]-[1:34:04.70]  Al lado de la policía, antes vivía yo
[1:34:04.70]-[1:34:06.70]  En la boca calle de la calle Estepa
[1:34:06.70]-[1:34:08.70]  Estaba la policía
[1:34:08.70]-[1:34:10.70]  Gobernativa
[1:34:10.70]-[1:34:12.70]  Y yo los domingos le hacía que cada uno
[1:34:12.70]-[1:34:14.70]  Hiciera una faena
[1:34:14.70]-[1:34:16.70]  Una la escalera, otra el dormitorio
[1:34:16.70]-[1:34:18.70]  La otra, las tres salas, cada uno tenía que fregar
[1:34:18.70]-[1:34:20.70]  Y hacer polvo, limpiar
[1:34:20.70]-[1:34:22.70]  Y si no, no salían
[1:34:22.70]-[1:34:24.70]  Y esta era la
[1:34:24.70]-[1:34:26.70]  Igual que su niña, mosquito vuelta también
[1:34:26.70]-[1:34:28.70]  Cuando quería un saquito de la hermana
[1:34:28.70]-[1:34:30.70]  Esta la chica
[1:34:30.70]-[1:34:32.70]  Quería algo, lo cogí
[1:34:32.70]-[1:34:34.70]  Y lo metí en el hueco de la escalera
[1:34:34.70]-[1:34:36.70]  Y ella, bueno mamá, me voy, yo me voy
[1:34:36.70]-[1:34:38.70]  Adiós, adiós
[1:34:38.70]-[1:34:40.70]  Cogía la ropa de la hermana
[1:34:40.70]-[1:34:42.70]  Siempre tenía que llevar algo de las mayores
[1:34:42.70]-[1:34:44.70]  Y un día pues se fue
[1:34:44.70]-[1:34:46.70]  Sin hacer lo que tenía que hacer
[1:34:46.70]-[1:34:48.70]  Y yo salía al barco
[1:34:48.70]-[1:34:50.70]  Y digo, su niña
[1:34:50.70]-[1:34:52.70]  Porque ya iba a dar la vuelta para la calle Estepa
[1:34:52.70]-[1:34:54.70]  Y yo, un policía
[1:34:54.70]-[1:34:56.70]  Que vivía más arriba, era de los nuevos
[1:34:56.70]-[1:34:58.70]  No nos conocía
[1:34:58.70]-[1:35:00.70]  Y yo decía, señora ¿qué le pasa?
[1:35:00.70]-[1:35:02.70]  Digo, no, no, no me pasa nada
[1:35:02.70]-[1:35:04.70]  Perdona hombre, perdona
[1:35:04.70]-[1:35:06.70]  Es que esa niña se llama su niña
[1:35:06.70]-[1:35:08.70]  Y yo ya
[1:35:08.70]-[1:35:10.70]  Digo, esta, a quien no se le dice
[1:35:10.70]-[1:35:12.70]  Esta va a ser su niña
[1:35:12.70]-[1:35:14.70]  Digo, la vergüenza es que yo pasaba con el policía
[1:35:14.70]-[1:35:16.70]  El policía
[1:35:16.70]-[1:35:18.70]  El policía siempre que me veía
[1:35:20.70]-[1:35:22.70]  Y después ya, si vivíamos casa arriba
[1:35:22.70]-[1:35:24.70]  Casa abajo, la policía estaba yo con ella
[1:35:24.70]-[1:35:26.70]  Y todo lo que querían venía
[1:35:26.70]-[1:35:28.70]  Tanto que era un día
[1:35:28.70]-[1:35:30.70]  Que un niñez me dio
[1:35:30.70]-[1:35:32.70]  ¡Párame un veneno y yo algo!
[1:35:32.70]-[1:35:34.70]  Para ir para las cocheras
[1:35:34.70]-[1:35:36.70]  Que he visto una rata
[1:35:36.70]-[1:35:38.70]  Estaba yo preparando un papá para eso
[1:35:38.70]-[1:35:40.70]  Le echaba turcino, queso
[1:35:40.70]-[1:35:42.70]  Que huele mucho a la rata
[1:35:42.70]-[1:35:44.70]  Para que se lo comiera
[1:35:44.70]-[1:35:46.70]  Y le he hecho tocar la puerta
[1:35:46.70]-[1:35:48.70]  Y abrió la puerta y desde arriba abría yo una cosa
[1:35:48.70]-[1:35:50.70]  A la escalera de asumo
[1:35:50.70]-[1:35:52.70]  Y era un policía, dice, vecina
[1:35:52.70]-[1:35:54.70]  Vengo a pedirle un papá, digo, ¿qué quieres?
[1:35:54.70]-[1:35:56.70]  Dice, vamos a venir y yo
[1:35:56.70]-[1:35:58.70]  Para unas ratas que estaremos ahí
[1:35:58.70]-[1:36:00.70]  Y le hemos dicho, pues miralo
[1:36:00.70]-[1:36:02.70]  Como tu oigo que iba a venir
[1:36:02.70]-[1:36:04.70]  Por el de hecho
[1:36:04.70]-[1:36:06.70]  Aquí lo tienes preparado, tómalo
[1:36:06.70]-[1:36:08.70]  Si yo ya te oigo, que usted no ha oído
[1:36:08.70]-[1:36:10.70]  Pero usted oye lo que hablamos ahí
[1:36:10.70]-[1:36:12.70]  Digo, sí, como yo tengo
[1:36:12.70]-[1:36:14.70]  Un, como se llama
[1:36:14.70]-[1:36:16.70]  Para llamar a mi marido
[1:36:16.70]-[1:36:18.70]  Cuando iba en el coche
[1:36:18.70]-[1:36:20.70]  Pues, no me sale ahora la palabra
[1:36:20.70]-[1:36:22.70]  Contestado de eso
[1:36:22.70]-[1:36:24.70]  Un radio
[1:36:24.70]-[1:36:26.70]  Para radio
[1:36:26.70]-[1:36:28.70]  Una radio de eso
[1:36:28.70]-[1:36:30.70]  Digo, por la radio, pero usted está en su favor con nosotros
[1:36:30.70]-[1:36:32.70]  Yo me entero todo lo que pasa ahí
[1:36:32.70]-[1:36:34.70]  De verdad
[1:36:34.70]-[1:36:36.70]  Y ya mi marido se sumó a la escalera
[1:36:36.70]-[1:36:38.70]  Y le digo, no le hagas caso
[1:36:38.70]-[1:36:40.70]  Que eso lo estaba preparando para mí
[1:36:40.70]-[1:36:42.70]  Y le digo, ¿cómo va hoy lo vuestro?
[1:36:42.70]-[1:36:44.70]  Y yo no oye nada de la policía
[1:36:44.70]-[1:36:46.70]  Que ya lo estaba preparando para mí
[1:36:46.70]-[1:36:48.70]  Y ya
[1:36:48.70]-[1:36:50.70]  Y a este también le daba mucha risa cuando me veía
[1:36:50.70]-[1:36:52.70]  Oigo todo lo de ustedes
[1:36:52.70]-[1:36:54.70]  Y yo, no se veía nada
[1:36:54.70]-[1:36:56.70]  No, la noche
[1:36:56.70]-[1:36:58.70]  Que
[1:36:58.70]-[1:37:00.70]  Asaltaron
[1:37:00.70]-[1:37:02.70]  Las cortes
[1:37:02.70]-[1:37:04.70]  Tejeros
[1:37:04.70]-[1:37:06.70]  Pues también la policía
[1:37:06.70]-[1:37:08.70]  Estaba con la guardia civil
[1:37:08.70]-[1:37:10.70]  Llamándose
[1:37:10.70]-[1:37:12.70]  Y entonces los llamaron
[1:37:12.70]-[1:37:14.70]  Aquella noche los policías
[1:37:14.70]-[1:37:16.70]  Allí no había cabaña más que para
[1:37:16.70]-[1:37:18.70]  Para que se quedara de guardia
[1:37:18.70]-[1:37:20.70]  Y ya mi marido le dijo, mira
[1:37:20.70]-[1:37:22.70]  Luego ellos tenían un depósito
[1:37:22.70]-[1:37:24.70]  Que no querían el agua del depósito
[1:37:24.70]-[1:37:26.70]  Y la cortaban de noche
[1:37:26.70]-[1:37:28.70]  Entonces ellos cuando dormotieron
[1:37:28.70]-[1:37:30.70]  Muchas veces iban hasta el nacimiento de la villa
[1:37:30.70]-[1:37:32.70]  Y yo dejo la puerta
[1:37:32.70]-[1:37:34.70]  Cerrada
[1:37:34.70]-[1:37:36.70]  Y apagar la luz, pero la luz de la escalera está abierta
[1:37:36.70]-[1:37:38.70]  Entonces yo entré
[1:37:38.70]-[1:37:40.70]  Y coge el agua, coge lo que quiera
[1:37:40.70]-[1:37:42.70]  Y yo pasa algo, alguna cosa, que las puertas están abiertas
[1:37:42.70]-[1:37:44.70]  Por si pasa, yo digo
[1:37:44.70]-[1:37:46.70]  Y mi marido llegó y no era las doce
[1:37:46.70]-[1:37:48.70]  Y todavía allí, ¿qué pasa? ¿Cómo va la cosa?
[1:37:48.70]-[1:37:50.70]  No sabemos nada
[1:37:50.70]-[1:37:52.70]  No sabían nada
[1:37:52.70]-[1:37:54.70]  Ya porque el rey salió un poquito tarde
[1:37:54.70]-[1:37:56.70]  Tenía que haber salido más temprano
[1:37:56.70]-[1:37:58.70]  Pero ya era las doce o
[1:37:58.70]-[1:38:00.70]  La una, cuando salió
[1:38:00.70]-[1:38:02.70]  Para decir que las tropas
[1:38:02.70]-[1:38:04.70]  Que no, que para detener
[1:38:04.70]-[1:38:06.70]  Y yo, ¿qué pasó?
[1:38:06.70]-[1:38:08.70]  Y yo cuando me enteré
[1:38:08.70]-[1:38:10.70]  Yo estaba allá
[1:38:10.70]-[1:38:12.70]  Donde viven mis niñas
[1:38:12.70]-[1:38:14.70]  Limpiando
[1:38:14.70]-[1:38:16.70]  Porque allí había muchas cosas que limpiar siempre
[1:38:16.70]-[1:38:18.70]  Y mandó por mí
[1:38:18.70]-[1:38:20.70]  Su marido que se venga a tejer
[1:38:20.70]-[1:38:22.70]  Y yo le digo, pero ¿y usted?
[1:38:22.70]-[1:38:24.70]  ¿Qué es el asay? Que terminemos esto, que estamos limpiando
[1:38:24.70]-[1:38:26.70]  Que pasemos allá para su casa
[1:38:26.70]-[1:38:28.70]  No, no, no, me ha dicho que suelte usted
[1:38:28.70]-[1:38:30.70]  El cubo, lo que está ahí haciendo
[1:38:30.70]-[1:38:32.70]  Y que se venga ahí para arriba, pero ahora mismo
[1:38:32.70]-[1:38:34.70]  Ahora mismo lo tenemos aquí para arriba
[1:38:34.70]-[1:38:36.70]  Y cuando ya nos metimos el coche
[1:38:36.70]-[1:38:38.70]  Y dice, es que
[1:38:38.70]-[1:38:40.70]  Han asaltado las cortes
[1:38:40.70]-[1:38:42.70]  Y yo no sé qué, digo yo, muy bien
[1:38:42.70]-[1:38:44.70]  Allí que se peleen una u otra y manden lo que sea
[1:38:44.70]-[1:38:46.70]  Muy bien, pero yo no sabía que
[1:38:46.70]-[1:38:48.70]  Habían entrado tropas a asaltarlo a ellos
[1:38:48.70]-[1:38:50.70]  Y digo, que se peleen
[1:38:50.70]-[1:38:52.70]  Y se conformen ellos, que los pueblos
[1:38:52.70]-[1:38:54.70]  No conforman a todos, a veces tienen talento
[1:38:54.70]-[1:38:56.70]  Yo no sé qué
[1:38:56.70]-[1:38:58.70]  Pero ya cuando llegué a mi casa, ya me lo explico
[1:38:58.70]-[1:39:00.70]  Mi marido, dice, no, es que
[1:39:00.70]-[1:39:02.70]  Han entrado civiles
[1:39:02.70]-[1:39:04.70]  Y los cojones, digo, valga medio
[1:39:04.70]-[1:39:06.70]  Los militares, digo, valga medio
[1:39:06.70]-[1:39:08.70]  Militares, que los otros
[1:39:08.70]-[1:39:10.70]  Y ya, ya sí, ya me apuré
[1:39:10.70]-[1:39:12.70]  Y también hicimos como hizo todo el mundo
[1:39:12.70]-[1:39:14.70]  Tenía que hacer algún servicio
[1:39:14.70]-[1:39:16.70]  Dice, mira, está por taxis
[1:39:16.70]-[1:39:18.70]  Yo en la tina de
[1:39:18.70]-[1:39:20.70]  De la Cruz Blanca, he comprado azúcar
[1:39:20.70]-[1:39:22.70]  Te compro garbanzos, vaya que pase
[1:39:22.70]-[1:39:24.70]  Algo, no podamos salir
[1:39:24.70]-[1:39:26.70]  Bueno, mira
[1:39:26.70]-[1:39:28.70]  Ahora yo, por el barrio San Juan, me he traído también
[1:39:28.70]-[1:39:30.70]  Más azúcar, más esto
[1:39:30.70]-[1:39:32.70]  Más chocolate para los niños
[1:39:32.70]-[1:39:34.70]  Y eso, hay una película
[1:39:34.70]-[1:39:36.70]  Hecha, que hay
[1:39:36.70]-[1:39:38.70]  En Madrid, que hoy que vayan a venir la guerra
[1:39:38.70]-[1:39:40.70]  Y empezaron a comprar cosas
[1:39:40.70]-[1:39:42.70]  Para guardarlas por si pasaba algo
[1:39:42.70]-[1:39:44.70]  Y sería verdad
[1:39:44.70]-[1:39:46.70]  Porque nosotros lo hicimos
[1:39:46.70]-[1:39:48.70]  Seguramente que en Madrid también hicieron igual
[1:39:48.70]-[1:39:50.70]  De guardar las cosas
[1:39:50.70]-[1:39:52.70]  Entonces, esas cosas
[1:39:52.70]-[1:39:54.70]  Así de pasadas, gracias a Dios
[1:39:54.70]-[1:39:56.70]  Que no pasó nada, que por fin
[1:39:56.70]-[1:39:58.70]  El Rey abrió, dijo que
[1:39:58.70]-[1:40:00.70]  Subió todas las tropas
[1:40:00.70]-[1:40:02.70]  Si no hubieran movido otra vez a Franco
[1:40:04.70]-[1:40:06.70]  Que yo era malo
[1:40:08.70]-[1:40:10.70]  De cosas que yo me asustaba
[1:40:10.70]-[1:40:12.70]  Porque yo cosas de guerra ya sabes
[1:40:12.70]-[1:40:14.70]  Me asusto a tú
[1:40:14.70]-[1:40:16.70]  Después de los partidos
[1:40:16.70]-[1:40:18.70]  Me gustaría que fueran muy jóvenes
[1:40:18.70]-[1:40:20.70]  Que los jóvenes
[1:40:20.70]-[1:40:22.70]  No vayan con la maldad de los mayores
[1:40:22.70]-[1:40:24.70]  Y a lo mejor
[1:40:24.70]-[1:40:26.70]  Me mandaba ahí
[1:40:26.70]-[1:40:28.70]  Más sencillo
[1:40:28.70]-[1:40:30.70]  Y no quería llevarse
[1:40:30.70]-[1:40:32.70]  Y estos van todos
[1:40:32.70]-[1:40:34.70]  A ver, a ver, a ver
[1:40:34.70]-[1:40:36.70]  Y luego que no le quede sueldo a nadie
[1:40:36.70]-[1:40:38.70]  Sanbeid el gobierno, fuera
[1:40:38.70]-[1:40:40.70]  Otro
[1:40:40.70]-[1:40:42.70]  Se va el gobierno con todo lo dinero
[1:40:42.70]-[1:40:44.70]  Y eso una nación no lo puede
[1:40:44.70]-[1:40:46.70]  Resistir tanto
[1:40:46.70]-[1:40:48.70]  Obreros vemos mucho
[1:40:48.70]-[1:40:50.70]  Pero también tenemos que vivir
[1:40:50.70]-[1:40:54.70]  Y los impuestos se suben mucho
[1:40:54.70]-[1:40:56.70]  No sé cómo lo van a arreglar
[1:40:56.70]-[1:40:58.70]  Y ahora también
[1:40:58.70]-[1:41:00.70]  El que tiene el chupeno le gusta soltarlo
[1:41:04.70]-[1:41:06.70]  Le íbamos a pedir ahora
[1:41:06.70]-[1:41:08.70]  Un favor, más
[1:41:08.70]-[1:41:10.70]  Porque
[1:41:10.70]-[1:41:12.70]  Bueno además de
[1:41:12.70]-[1:41:14.70]  De preguntar por las costumbres
[1:41:14.70]-[1:41:16.70]  Este año es un poco experimento
[1:41:16.70]-[1:41:18.70]  Por ahora, queremos además ver un poco
[1:41:18.70]-[1:41:20.70]  Si lo ha dicho usted muchas veces
[1:41:20.70]-[1:41:22.70]  Nosotros vamos a muchos sitios
[1:41:22.70]-[1:41:24.70]  De España y vemos que pues
[1:41:24.70]-[1:41:26.70]  Se dicen palabras diferentes, ¿no?
[1:41:26.70]-[1:41:28.70]  Entonces
[1:41:28.70]-[1:41:30.70]  Las palabras
[1:41:30.70]-[1:41:32.70]  Vamos a poner
[1:41:32.70]-[1:41:34.70]  No Andalucía, vamos a poner
[1:41:34.70]-[1:41:36.70]  Málaga
[1:41:36.70]-[1:41:38.70]  Vamos a poner Málaga, no nos vamos a salir
[1:41:38.70]-[1:41:40.70]  De la
[1:41:40.70]-[1:41:42.70]  De la población, vamos a ver
[1:41:42.70]-[1:41:44.70]  Ahora voy yo a la orilla de la torre
[1:41:44.70]-[1:41:46.70]  Que tiene mi abuelo
[1:41:46.70]-[1:41:48.70]  Y la tienda también
[1:41:48.70]-[1:41:50.70]  Y bueno aquella tienda era de todo
[1:41:50.70]-[1:41:52.70]  Porque aquello había droguería
[1:41:52.70]-[1:41:54.70]  Había la quincaya
[1:41:54.70]-[1:41:56.70]  Y las cosas, había una
[1:41:56.70]-[1:41:58.70]  Vitrina con collarito
[1:41:58.70]-[1:42:00.70]  Hasta de oro, cosita de oro
[1:42:00.70]-[1:42:02.70]  Aquello era
[1:42:02.70]-[1:42:04.70]  Y lo mismo, harina, café, de todo
[1:42:04.70]-[1:42:06.70]  Pues yo como siempre me gustaba mucho
[1:42:06.70]-[1:42:08.70]  Despachar y vender
[1:42:08.70]-[1:42:10.70]  Pues también me gustaba comer
[1:42:10.70]-[1:42:12.70]  Había una vellana americana
[1:42:12.70]-[1:42:14.70]  Tita cojo, coge
[1:42:14.70]-[1:42:16.70]  Otra vellana, coge
[1:42:16.70]-[1:42:18.70]  La ponía un día, dos, dos, dos
[1:42:18.70]-[1:42:20.70]  Otras días que iba, pues me daban de todo
[1:42:20.70]-[1:42:22.70]  Pero me dio un cólico que me iba a morir aquella noche
[1:42:22.70]-[1:42:24.70]  De tanta vellana
[1:42:24.70]-[1:42:26.70]  Bueno, pues
[1:42:26.70]-[1:42:28.70]  Entonces
[1:42:28.70]-[1:42:30.70]  Me pidieron una, ¿cómo era?
[1:42:30.70]-[1:42:32.70]  Un
[1:42:32.70]-[1:42:34.70]  Cinchete
[1:42:34.70]-[1:42:36.70]  ¿Dame un cinchete?
[1:42:36.70]-[1:42:38.70]  Para vestir, un cinchete para vestir
[1:42:38.70]-[1:42:40.70]  Un cinchete era un, que ahora ya eso
[1:42:40.70]-[1:42:42.70]  Están desapareciendo, eso está
[1:42:42.70]-[1:42:44.70]  Una cosa para clavar los visillos
[1:42:44.70]-[1:42:46.70]  Para clavar las puertas
[1:42:46.70]-[1:42:48.70]  Pues le saqué la cincheta
[1:42:48.70]-[1:42:50.70]  No, para el vestido
[1:42:50.70]-[1:42:52.70]  Digo, para el vestido, cincheta
[1:42:52.70]-[1:42:54.70]  A los dependientes
[1:42:54.70]-[1:42:56.70]  Me daban ellos y eran
[1:42:56.70]-[1:42:58.70]  Los afileres que había
[1:42:58.70]-[1:43:00.70]  Que se abrochaban
[1:43:00.70]-[1:43:02.70]  Nosotros decíamos afileres, broches
[1:43:02.70]-[1:43:04.70]  Broches, aquí en Antequera broches
[1:43:04.70]-[1:43:06.70]  Pues ahora voy a la viñuela, que también hay tienda
[1:43:06.70]-[1:43:08.70]  Y llegó una
[1:43:08.70]-[1:43:10.70]  Niña, dame automático
[1:43:10.70]-[1:43:12.70]  Dame automático
[1:43:12.70]-[1:43:14.70]  Madre mía, ¿qué será, automático?
[1:43:14.70]-[1:43:16.70]  Entonces era lo que nosotros decíamos broches
[1:43:16.70]-[1:43:18.70]  A ellos les llamaba automático
[1:43:18.70]-[1:43:20.70]  Eso es la misma provincia
[1:43:20.70]-[1:43:22.70]  Entonces te digo que
[1:43:22.70]-[1:43:24.70]  Tenemos, es que Andalucía como
[1:43:24.70]-[1:43:26.70]  Fuimos mucho
[1:43:26.70]-[1:43:28.70]  Tiempo romano, árabe
[1:43:28.70]-[1:43:30.70]  Y judío
[1:43:30.70]-[1:43:32.70]  Cuando llegó
[1:43:32.70]-[1:43:34.70]  El infante don Fernando, de Antequera
[1:43:34.70]-[1:43:36.70]  Que luego
[1:43:36.70]-[1:43:38.70]  Fue rey de
[1:43:38.70]-[1:43:40.70]  Aragón, porque como se morían
[1:43:40.70]-[1:43:42.70]  Muchos de la enfermedad, o los quitaban
[1:43:42.70]-[1:43:44.70]  Del medio, que todo hacían
[1:43:44.70]-[1:43:46.70]  Pues entonces
[1:43:46.70]-[1:43:48.70]  Habíamos judío
[1:43:48.70]-[1:43:50.70]  Y árabe, más cristiano
[1:43:50.70]-[1:43:52.70]  Muy pocos, muy pocos
[1:43:52.70]-[1:43:54.70]  Entonces el infante don Fernando
[1:43:54.70]-[1:43:56.70]  Vino cortando cabezas
[1:43:56.70]-[1:43:58.70]  Para quedarse con las tierras, para quedarse con todo
[1:43:58.70]-[1:44:00.70]  Para Castilla
[1:44:00.70]-[1:44:02.70]  Para Corona
[1:44:02.70]-[1:44:04.70]  Y tomaron Antequera de lo más pronto
[1:44:04.70]-[1:44:06.70]  Porque venían de Sevilla
[1:44:06.70]-[1:44:08.70]  Y querían, porque Antequera era muy importante
[1:44:08.70]-[1:44:10.70]  Porque eran las carreteras para Granada
[1:44:10.70]-[1:44:12.70]  Para Málaga
[1:44:12.70]-[1:44:14.70]  Y era como un centro de carreteras
[1:44:14.70]-[1:44:16.70]  Y por eso Antequera la tomó el infante don Fernando
[1:44:16.70]-[1:44:18.70]  Que ahí lo tenemos puesto en una plaza
[1:44:18.70]-[1:44:20.70]  Al museo
[1:44:20.70]-[1:44:22.70]  ¿No habéis ido al museo?
[1:44:22.70]-[1:44:24.70]  Llegamos ayer por la noche
[1:44:24.70]-[1:44:26.70]  Muy bonito, muy bonito el museo
[1:44:26.70]-[1:44:28.70]  Hay muchas cosas, de iglesias, de todo
[1:44:28.70]-[1:44:30.70]  Y en la plaza pues han puesto el caballo
