[0:00:00.00]-[0:00:02.00]  ¿Dónde estudiáis vosotras?
[1:37:38.00]-[1:37:41.00]  se me entumen mucho los brazos porque tengo los huesos fatales.
[1:37:41.00]-[1:37:44.00]  Tengo la columna mal, mal, y me coge todo.
[1:37:44.00]-[1:37:47.00]  Y entonces pues eso, me pongo un ratito y ya...
[1:37:47.00]-[1:37:50.00]  se me entumen, se me entumen los brazos hace punto,
[1:37:50.00]-[1:37:52.00]  que también me ha gustado mucho hacerme.
[1:37:53.00]-[1:37:55.00]  Que baja, nada más que estoy un ratito,
[1:37:55.00]-[1:37:58.00]  pero es mientras, ay, que se me entumen, que se me entumen, tengo que soltar.
[1:37:59.00]-[1:38:01.00]  Es como para viejitas, ya, y ya está.
[1:38:02.00]-[1:38:04.00]  Así que aprovechar la juventud,
[1:38:04.00]-[1:38:06.00]  aprovecharla y...
[1:38:06.00]-[1:38:08.00]  aprovecharla la juventud.
[1:38:09.00]-[1:38:11.00]  Es que a vosotros habéis comido, pero también comido, eh.
[1:38:11.00]-[1:38:13.00]  Así que, a ver si acabáis de dar...
[1:38:14.00]-[1:38:16.00]  A ver si acabáis de dar la encuesta, que ya está bien, ¿no?
[1:38:17.00]-[1:38:20.00]  Cuéntanos cómo... de dónde se sacaba la leña antes.
[1:38:20.00]-[1:38:22.00]  ¿De dónde se sacaba? Donde se saca hoy,
[1:38:22.00]-[1:38:24.00]  mi amigo, de los arboledas.
[1:38:24.00]-[1:38:27.00]  Pero cada uno tenía árboles en el patio o...
[1:38:27.00]-[1:38:30.00]  No, no, no, no, en la finca, en la finca.
[1:38:30.00]-[1:38:34.00]  No, en la finca, ¿eh? Iba, limpiaba, limpiaba los...
[1:38:34.00]-[1:38:36.00]  Hombre, en la finca a lo mejor...
[1:38:36.00]-[1:38:38.00]  Por ejemplo, nosotros tenemos una finquita nuestra,
[1:38:38.00]-[1:38:41.00]  ya te lo he dicho yo, la explotación nuestra es propia, en propiedad, ¿no?
[1:38:41.00]-[1:38:44.00]  Es una finquita que tiene mucha ventina, tiene una leña, pues buenísima.
[1:38:44.00]-[1:38:46.00]  Nosotros nosotros tenemos leña de casa.
[1:38:46.00]-[1:38:48.00]  Y es como nosotros, pues a lo mejor habrá...
[1:38:49.00]-[1:38:51.00]  ciertas familias, ¿no?
[1:38:51.00]-[1:38:53.00]  Pero las familias que no tengan, eh,
[1:38:53.00]-[1:38:55.00]  o las compran, porque ahora ya se compra,
[1:38:55.00]-[1:38:57.00]  o las...
[1:38:57.00]-[1:39:01.00]  van y a lo mejor le dicen, pues te limpié los olivos, te limpié las encinas.
[1:39:01.00]-[1:39:04.00]  Porque, claro, la arboleda hay que limpiarla en su tiempo, cuidado, ¿eh?
[1:39:04.00]-[1:39:07.00]  Porque ahora se necesita permiso, se necesita todo para limpiar en su tiempo.
[1:39:07.00]-[1:39:11.00]  Y entonces, voy yo a la limpio y me da la leña pa casa,
[1:39:11.00]-[1:39:13.00]  pues sí, pues venga, voy...
[1:39:13.00]-[1:39:15.00]  Cae la, trae el limpio de la finquita, limpiéme la otra,
[1:39:15.00]-[1:39:17.00]  entonces le dicen el dueño de la finca, ¿no?
[1:39:17.00]-[1:39:20.00]  Y va, la limpia, la encina, la prepara y esa leña que suelta.
[1:39:20.00]-[1:39:22.00]  Se la traen pa casa y van a hacer sus candelas,
[1:39:22.00]-[1:39:25.00]  se echa un matanza, que tienen que tener la candela en marcha,
[1:39:25.00]-[1:39:29.00]  porque la candela en la matanza eso es imprescindible, ¿eh?
[1:39:29.00]-[1:39:33.00]  Y entonces, pues bueno, así se hacen de la leña y comprándola.
[1:39:33.00]-[1:39:35.00]  Y comprándola.
[1:39:35.00]-[1:39:38.00]  Porque, claro, si no la tienen y la quieren tener, porque quieren...
[1:39:38.00]-[1:39:40.00]  Mira, por ejemplo, las tufas, digamos, ¿eh?
[1:39:40.00]-[1:39:42.00]  Tú ya ahora no la entiendes hace muchos días,
[1:39:42.00]-[1:39:44.00]  está apagada porque no entiendo, estamos sentando todo frío.
[1:39:44.00]-[1:39:47.00]  Pero te lo invierno que ha estado entendida, ¿eh?
[1:39:47.00]-[1:39:49.00]  Pues te lo invierno porque tengo leña en casa,
[1:39:49.00]-[1:39:53.00]  pero si no, pues la tendrías que comprar si quiero tener tufo de leña, ¿eh?
[1:39:53.00]-[1:39:57.00]  Entonces eso, así es la leña, de las encinas, de los alcornoques,
[1:39:57.00]-[1:40:00.00]  aquí no hay alcornoques, eso para la parte de Huelva.
[1:40:00.00]-[1:40:04.00]  Aquí en nosotros, en el pueblo nuestro, encina, olivo.
[1:40:05.00]-[1:40:08.00]  Álamo también, hay algunas alamedas ahí de álamo,
[1:40:08.00]-[1:40:12.00]  pero eso es más mala, esa leña es más mala, se sirve poco.
[1:40:12.00]-[1:40:17.00]  La buena es la de encinas, la de olivo también, pero más flojita, se da más pronto.
[1:40:17.00]-[1:40:22.00]  ¿Y eso los hacía al fuego aquí en la sala donde estaban todos?
[1:40:22.00]-[1:40:27.00]  No, esto era antes una cocina y eso era una chimenea.
[1:40:27.00]-[1:40:29.00]  Bueno, lo mismo que es ahora no, pero ahora está de otra manera,
[1:40:29.00]-[1:40:33.00]  pero era una chimenea y ahí se hacía la candela y estaba siempre la candela en marcha,
[1:40:33.00]-[1:40:35.00]  y ya está, candela, candela.
[1:40:35.00]-[1:40:39.00]  Y ahora ya, por muchos años ya lo hicimos así, que así por no se ensucia.
[1:40:39.00]-[1:40:43.00]  Porque tienes todo el invierno eso encendido y debe estar en estas paredes amarillas,
[1:40:43.00]-[1:40:48.00]  ni negras, ni nada, todo el invierno encendido, un montón de meses que deba siempre en marcha,
[1:40:48.00]-[1:40:53.00]  y claro, eso, pues no ensucia lo que ensucia, candela, candela.
[1:40:53.00]-[1:40:55.00]  ¿Y a las habitaciones se llevaba...?
[1:40:55.00]-[1:40:59.00]  A las habitaciones mi hijo sí la tiene ya, pero nosotros no, nosotros cuando la pusimos,
[1:40:59.00]-[1:41:04.00]  no, vamos a decirlo, a los años, no había eso de pasarlo para las habitaciones,
[1:41:04.00]-[1:41:08.00]  mi hijo en su piso sí lo tiene, tiene una más grande todavía que está nuestra,
[1:41:08.00]-[1:41:12.00]  y claro, cuando hizo el piso, pues pasaron todos los tubos y las cosas a las habitaciones,
[1:41:12.00]-[1:41:16.00]  y en la habitación de las niñas, la visión suya, el cuarto de baño,
[1:41:16.00]-[1:41:20.00]  cuando la tuve encendida, ya no hace falta de poner nada de calentación, claro,
[1:41:20.00]-[1:41:24.00]  entra a la habitación y te da aquel calorcito, tiene sus trampillas así, ¿no?,
[1:41:24.00]-[1:41:28.00]  que es por donde va saliendo el aire caliente, no el calor de la candela, digamos,
[1:41:28.00]-[1:41:34.00]  el aire caliente, porque tiene tubo por donde va el humo, y tubo es por donde va el aire calentito, ¿no?
[1:41:34.00]-[1:41:38.00]  Si va el humo entonces te das y se da bien la habitación, ¿no?
[1:41:38.00]-[1:41:41.00]  Se va muy bien preparado, pero claro, cuando él hizo el piso, nuevo,
[1:41:41.00]-[1:41:46.00]  pero yo ya mi casa, cuando yo he comprado ella tampoco mi casa estaba pa poderla poner así,
[1:41:46.00]-[1:41:50.00]  entonces se toma más que aquí, es donde tenemos el calorcito,
[1:41:50.00]-[1:41:54.00]  y esta casa tan grande que no se caldea todo que tiene que caldearse, porque claro,
[1:41:54.00]-[1:41:58.00]  es muy grandísima, muchas puertas por todos lados, pero bueno, que se nota muchísimo,
[1:41:58.00]-[1:42:03.00]  está encendida, no está, varía, una barbaridad.
[1:42:03.00]-[1:42:08.00]  Y hablando de olivos, las lituras se cogen en diciembre, ¿no?
[1:42:08.00]-[1:42:13.00]  Si, bueno, y en noviembre, a último de noviembre, a último de noviembre también,
[1:42:13.00]-[1:42:17.00]  y si las cogen para el verdeo, son noviembre, y ahora si las tienen que coger no más que para el aceite,
[1:42:17.00]-[1:42:22.00]  que ya está de más rendida, pues ya desde el primero de diciembre empiezan.
[1:42:22.00]-[1:42:26.00]  Este año dura mucho tiempo, porque como dijeron yo veis, yo veis, los que no la habían cogido,
[1:42:26.00]-[1:42:33.00]  pues ya tardan mucho en terminarla de coger, ¿no?, pero otras veces, pues a lo mejor en diciembre,
[1:42:33.00]-[1:42:38.00]  yo no sé que quede algo para enero, si queda algo, quedará poco.
[1:42:38.00]-[1:42:44.00]  Pero vamos, que nosotros como no cogemos aceituno, quiero decir, no te puedo decir hasta cuando ni hasta cuando no dura.
[1:42:44.00]-[1:42:48.00]  ¿Cómo se coge la persona, se sube al olivo?
[1:42:48.00]-[1:42:56.00]  ¿Para el aceituno de barrialdas? No, los hacen con unas barras largas, y ahora hay unos vibradores,
[1:42:56.00]-[1:42:59.00]  ahora hay unos vibradores, no sé si ustedes lo habéis visto en la televisión,
[1:42:59.00]-[1:43:03.00]  donde lo veo, porque yo como no... y son, en vez de tener una vara como era antes,
[1:43:03.00]-[1:43:08.00]  vara, bareando las varas, las ramas, para que caiga el aceituno al suelo,
[1:43:08.00]-[1:43:14.00]  luego hay unas redes, ponen unas redes, y el aceituno cae ahí en esas redes.
[1:43:14.00]-[1:43:19.00]  Y de ahí de las redes ya la van estando en el remorque o donde sea para traerla a la cooperativa,
[1:43:19.00]-[1:43:25.00]  donde sea el molido, donde se muele, una cooperativa que tenemos aquí de aceite, de aceituno para el aceite.
[1:43:25.00]-[1:43:33.00]  Entonces, con los vibradores esos, según dicen, que lo ponen, también si fuera de alto, como las cañas, digamos,
[1:43:33.00]-[1:43:37.00]  pero es un vibrador vibrando el olivo todo el tiempo, así, así, así, así, así,
[1:43:37.00]-[1:43:43.00]  así está que va cayendo el aceituno al suelo, pero luego la que es de verdero se la tienen que coger con escaleras,
[1:43:43.00]-[1:43:48.00]  se tienen que subir en escaleras y a los deños, como le dicen, así, así, así, así,
[1:43:48.00]-[1:43:55.00]  entonces ponen unas mochilas aquí, así, así, así, así, vendiendo a la mochila, que ya la van echando donde sea,
[1:43:55.00]-[1:43:59.00]  si en el remorque o en los esportones o donde sea.
[1:43:59.00]-[1:44:01.00]  Entonces, ¿se barriaba el árbol para...?
[1:44:01.00]-[1:44:04.00]  Sí, barriado, barriado, a base de unas varas muy largas que había,
[1:44:04.00]-[1:44:09.00]  porque claro, si eran los olivos muy altos, tenían que ser unas varas muy altas, ¿no?
[1:44:09.00]-[1:44:12.00]  Según el tamaño del olivo, si eran las varas, unas más chiquitas, otras más grandes,
[1:44:12.00]-[1:44:18.00]  si eran por abajo, otras más chicas, y si eran para darle arriba en lo alto, otras más largas, ¿no?
[1:44:18.00]-[1:44:21.00]  Entonces tú que trabajas con esas varas así, para darle que te pego, ¿eh?
[1:44:21.00]-[1:44:24.00]  La celícala es como le quedaran a los pobres.
[1:44:24.00]-[1:44:26.00]  ¿Y se da y se golpeaba para qué...?
[1:44:26.00]-[1:44:34.00]  A la rama, a la rama para que se acudiera la aceituna, así, así, así, así, así, así, así,
[1:44:34.00]-[1:44:38.00]  y están mancatiendo, mancatiendo la aceituna, pero antes nadie ni las redes esas ni nada,
[1:44:38.00]-[1:44:42.00]  y ahora en el suelo y yo ¡tá! Pero ahora le ponen esa red, aunque sea en el suelo,
[1:44:42.00]-[1:44:48.00]  pero claro, si caen un montón de aceitunas en esa red, no tienes que ir cogiendo las de equipa a equipa,
[1:44:48.00]-[1:44:52.00]  claro, cogen la red luego, entre dos hombres, uno por un lado, otro por otro,
[1:44:52.00]-[1:44:55.00]  y cogen un montón de aceitunas de una vez, ¿no?
[1:44:55.00]-[1:44:58.00]  O sea que están las cosas mucho más fáciles ahora.
[1:44:58.00]-[1:45:03.00]  Y luego hay otras cositas también, hay una máquina que le dicen como si fuera un rasquillo,
[1:45:03.00]-[1:45:08.00]  que va recogiendo así las que se van quedando más, digamos, entre las yerbitas y eso,
[1:45:08.00]-[1:45:13.00]  que cuesta más trabajo de cogerlas, hay unas cositas, no sé cómo le llaman, esas maquinitas,
[1:45:13.00]-[1:45:17.00]  también, que también van cogiendo las con más facilidad.
[1:45:17.00]-[1:45:22.00]  Sí, ahora se hacen unas cosas tan distintas, a pesar de que el campo siempre es muy esclavo
[1:45:22.00]-[1:45:27.00]  y muy arriesgado también, porque si duele porque duele, si no duele porque no duele,
[1:45:27.00]-[1:45:35.00]  pero bueno, ¿qué? ¿Queréis más, queridos? ¡Querido! ¡Que querida es la palabra cariñosa nuestra!
[1:45:35.00]-[1:45:37.00]  ¡Querido! Aquí en el pueblo.
[1:45:37.00]-[1:45:38.00]  ¿Querido?
[1:45:38.00]-[1:45:42.00]  Más que cariño, cariño también decimos, pero más decimos, más veces decimos,
[1:45:42.00]-[1:45:45.00]  ¡ay, querida! ¡Ay, qué guapa eres, querida!
[1:45:45.00]-[1:45:51.00]  Esas cosas así, esas palabras así, cariñosa, que decimos nosotros, pero ¡ay, personas!
[1:45:51.00]-[1:45:59.00]  Que igual tomen eso, ¡ay, querida! ¡Ay, querido! Bueno, nosotros decimos así como una palabra cariñosa.
[1:45:59.00]-[1:46:01.00]  ¿Pero dónde se te ve la boca?
[1:46:01.00]-[1:46:06.00]  No creo que la encontraréis otra en el pueblo que haga tantas explicaciones como es el otro, ¡a que no!
[1:46:06.00]-[1:46:10.00]  ¡A que no! Ya podéis ir en búsqueda de todo el pueblo, que no.
[1:46:10.00]-[1:46:14.00]  Porque ahora, a esta hora, me puedo, bueno, me puedo con llaves, ¿eh?
[1:46:14.00]-[1:46:17.00]  Que he recogido la fregona porque tengo medio de onda las cosas, pero bueno,
[1:46:17.00]-[1:46:19.00]  ahora, de lo malo a lo malo, me podía entregar un poquito.
[1:46:19.00]-[1:46:21.00]  Si, si, es más gracioso.
[1:46:21.00]-[1:46:23.00]  ¿Le importaría darnos su nombre completo?
[1:46:23.00]-[1:46:25.00]  Sí, le importaría. Venga.
[1:46:31.00]-[1:46:32.00]  Muy bien.
[1:46:32.00]-[1:46:35.00]  Valencia Herbentoso, y la calle y todo, si la queréis.
[1:46:35.00]-[1:46:41.00]  Como en el carnet, no puedo decir que no soy, el carnet te apuesta todo.
[1:46:41.00]-[1:46:43.00]  Pues, muchísimas gracias.
[1:46:43.00]-[1:46:49.00]  A vosotros, y espero, espero que no me traiga una mala cosa esto, ¿eh?
[1:46:49.00]-[1:46:54.00]  Que os he recibido como de verdad de familia, ¿eh? De verdad, de verdad.
[1:46:54.00]-[1:46:55.00]  Lo agradecemos.
[1:46:55.00]-[1:46:57.00]  Con toda mi sinceridad, porque mi sinceridad es así, ¿eh?
[1:46:57.00]-[1:47:01.00]  Si habláis con alguien del pueblo que me conozca bien, os diría que sí.
[1:47:01.00]-[1:47:03.00]  No miréis como colas que os mando.
[1:47:03.00]-[1:47:06.00]  Si, que os doy muchas gracias por lo que os mandado aquí.
[1:47:06.00]-[1:47:10.00]  Mira como os mando, porque todos, hijas de mi vida, soy así.
[1:47:10.00]-[1:47:13.00]  No voy a ver.
