[0:00:00.00]-[0:00:02.00]  Diganme tus nombres.
[1:30:09.00]-[1:30:11.00]  Borregón
[1:30:11.00]-[1:30:13.00]  Si
[1:30:13.00]-[1:30:15.00]  Si me acuerdo
[1:30:15.00]-[1:30:17.00]  Esto era más bien en Manestón
[1:30:17.00]-[1:30:19.00]  Esto era más bien en Manestón
[1:30:19.00]-[1:30:21.00]  Te dan un guisado de carne
[1:30:21.00]-[1:30:23.00]  Con vino
[1:30:23.00]-[1:30:25.00]  Y vino y es una torta de postre
[1:30:25.00]-[1:30:27.00]  Y coñang
[1:30:27.00]-[1:30:29.00]  Y si
[1:30:29.00]-[1:30:31.00]  Si alguno no lo hacía
[1:30:31.00]-[1:30:33.00]  Le hacían la esquillada
[1:30:33.00]-[1:30:35.00]  La esquillada pues
[1:30:35.00]-[1:30:37.00]  Iban todos a rondalear
[1:30:37.00]-[1:30:39.00]  Por la noche
[1:30:39.00]-[1:30:41.00]  Con esquillas
[1:30:41.00]-[1:30:43.00]  Hacerle un
[1:30:43.00]-[1:30:45.00]  Estrapalusio por la noche
[1:30:45.00]-[1:30:47.00]  La esquillada le llamaban
[1:30:47.00]-[1:30:49.00]  Como pareció
[1:30:49.00]-[1:30:51.00]  Ah lo que hacen las carceluladas
[1:30:51.00]-[1:30:53.00]  Que han hecho en Argentina
[1:30:53.00]-[1:30:55.00]  Pues se le hacía
[1:30:55.00]-[1:30:57.00]  Al novio, no yo no lo voy a hacer
[1:30:57.00]-[1:30:59.00]  Nunca porque cuando yo
[1:30:59.00]-[1:31:01.00]  Fui joven, ahora ya se ha dejado
[1:31:01.00]-[1:31:03.00]  Ahora se van
[1:31:03.00]-[1:31:05.00]  Fuera, se van fuera y
[1:31:05.00]-[1:31:07.00]  Empezaron ya porque
[1:31:07.00]-[1:31:09.00]  Era obligado a hacer la comida
[1:31:09.00]-[1:31:11.00]  Y nos daban algún dinero
[1:31:11.00]-[1:31:13.00]  En vez de hacernos la merienda
[1:31:13.00]-[1:31:15.00]  Nos daban
[1:31:15.00]-[1:31:17.00]  Y no queríamos
[1:31:17.00]-[1:31:19.00]  Que nos hicieramos
[1:31:19.00]-[1:31:21.00]  Porque ya
[1:31:21.00]-[1:31:23.00]  Era muy incómodo
[1:31:23.00]-[1:31:25.00]  Para según que familias tener que hacer
[1:31:25.00]-[1:31:27.00]  La comida porque igual
[1:31:27.00]-[1:31:29.00]  Estaban los 30 mozos
[1:31:29.00]-[1:31:31.00]  Claro se les
[1:31:31.00]-[1:31:33.00]  Una comida aunque suponía
[1:31:33.00]-[1:31:35.00]  Para según quien
[1:31:35.00]-[1:31:37.00]  Y había familias que
[1:31:37.00]-[1:31:39.00]  Estaba una mujer sola
[1:31:39.00]-[1:31:41.00]  Y ya se empezó
[1:31:41.00]-[1:31:43.00]  Y al fin ha desaparecido
[1:31:43.00]-[1:31:45.00]  Ahora ya se ha quedado
[1:31:45.00]-[1:31:47.00]  Bueno pues nada
[1:31:47.00]-[1:31:49.00]  Una comida pues hacía
[1:31:49.00]-[1:31:51.00]  Matamos 4 por delos
[1:31:51.00]-[1:31:53.00]  Me parece que matamos carne doya
[1:31:53.00]-[1:31:55.00]  Se hacía carne hervida, con esa carne hervida
[1:31:55.00]-[1:31:57.00]  Se hacía sopa y después
[1:31:57.00]-[1:31:59.00]  Carne a la brasa, entonces como se hacía
[1:31:59.00]-[1:32:01.00]  Tanto fuego
[1:32:01.00]-[1:32:03.00]  Y vino en abundancia
[1:32:03.00]-[1:32:05.00]  Y postres, brazos de gitano
[1:32:05.00]-[1:32:07.00]  Que se hacía entonces
[1:32:07.00]-[1:32:09.00]  Ya se comía
[1:32:09.00]-[1:32:11.00]  Ya se comían al verano
[1:32:11.00]-[1:32:13.00]  Y era una época
[1:32:13.00]-[1:32:15.00]  Que para las fiestas se hacía una comida
[1:32:15.00]-[1:32:17.00]  Porque la gente en sus casas comían lo que podían
[1:32:17.00]-[1:32:19.00]  Y bebían vinos
[1:32:19.00]-[1:32:21.00]  Y cogían, si no cogían de casa
[1:32:21.00]-[1:32:23.00]  No bebían agua
[1:32:23.00]-[1:32:25.00]  Y pegase una buena comida
[1:32:25.00]-[1:32:27.00]  Era un
[1:32:27.00]-[1:32:29.00]  Era una fiesta muy buena
[1:32:29.00]-[1:32:31.00]  Si tú imaginas
[1:32:31.00]-[1:32:33.00]  Que había familias
[1:32:33.00]-[1:32:35.00]  Que lo pasaban muy justo
[1:32:35.00]-[1:32:37.00]  Y van a la fiesta y a todos los días
[1:32:37.00]-[1:32:39.00]  Buen almuerzo, buena comida
[1:32:39.00]-[1:32:41.00]  Carne, vino, coñaca
[1:32:41.00]-[1:32:43.00]  Ariscaseo que se hacía
[1:32:43.00]-[1:32:45.00]  Y se disfrutaba entonces
[1:32:45.00]-[1:32:47.00]  Una comida más que ahora
[1:32:47.00]-[1:32:49.00]  De que no se como le dice
[1:32:49.00]-[1:32:51.00]  ¿Y el traje de novia?
[1:32:51.00]-[1:32:53.00]  Porque como ahora
[1:32:53.00]-[1:32:55.00]  Bueno, el traje de novia normal, negro
[1:32:55.00]-[1:32:57.00]  Sí, el traje de novia
[1:32:57.00]-[1:32:59.00]  Sí, pero mi abuela también se casó de ahí
[1:32:59.00]-[1:33:01.00]  Mira
[1:33:01.00]-[1:33:03.00]  Era corto, no era de dos lados
[1:33:03.00]-[1:33:05.00]  Normal, normal
[1:33:05.00]-[1:33:07.00]  Era normal, pero negro
[1:33:07.00]-[1:33:09.00]  Me agarra, se costumbra entonces
[1:33:09.00]-[1:33:11.00]  Se casaba
[1:33:11.00]-[1:33:13.00]  Y un rame chiquitín, un rame muy chiquitín
[1:33:13.00]-[1:33:15.00]  Sí
[1:33:15.00]-[1:33:17.00]  Hay otra cosa curiosa
[1:33:17.00]-[1:33:19.00]  Que no tiene nada que ver porque estaba
[1:33:19.00]-[1:33:21.00]  En un pueblo muy duro
[1:33:21.00]-[1:33:23.00]  Bueno, aquello era
[1:33:23.00]-[1:33:25.00]  Pero
[1:33:25.00]-[1:33:27.00]  En aquellos tiempos
[1:33:27.00]-[1:33:29.00]  El casarse de blanco
[1:33:29.00]-[1:33:31.00]  Demostraba
[1:33:31.00]-[1:33:33.00]  Que la novia era virgen
[1:33:33.00]-[1:33:35.00]  El traje blanco
[1:33:35.00]-[1:33:37.00]  Y el ramo
[1:33:37.00]-[1:33:39.00]  Pero yo sé
[1:33:39.00]-[1:33:41.00]  Yo sé después de algunas que
[1:33:41.00]-[1:33:43.00]  Que se casara un cojón de blanco
[1:33:43.00]-[1:33:45.00]  Y el traje blanco y no era
[1:33:45.00]-[1:33:47.00]  No, no precisamente por mí
[1:33:47.00]-[1:33:49.00]  Pero yo sabía por mí
[1:33:49.00]-[1:33:51.00]  Que no era virgen
[1:33:51.00]-[1:33:53.00]  Sin embargo, lo más provisor
[1:33:53.00]-[1:33:55.00]  No vamos a meternos en su vida
[1:33:55.00]-[1:33:57.00]  Aunque se casara de negro, que yo casi estoy seguro
[1:33:57.00]-[1:33:59.00]  Que sería virgen
[1:33:59.00]-[1:34:01.00]  Se conocería hace mucho
[1:34:01.00]-[1:34:03.00]  Yo lo digo porque
[1:34:03.00]-[1:34:05.00]  Yo la conocía, así que me tocó aquí
[1:34:05.00]-[1:34:07.00]  Yo conozco, somos vecinos
[1:34:07.00]-[1:34:09.00]  Y conozco cómo es
[1:34:09.00]-[1:34:11.00]  Pues, casi
[1:34:11.00]-[1:34:13.00]  Ya te digo que sí
[1:34:13.00]-[1:34:15.00]  Pondría la mano en el fuego
[1:34:15.00]-[1:34:17.00]  Pero no sé, era ese costumbre entonces
[1:34:17.00]-[1:34:19.00]  De casarse de negro, no sé por qué
[1:34:19.00]-[1:34:21.00]  No sé por qué
[1:34:21.00]-[1:34:23.00]  Pero nada, pero entonces
[1:34:23.00]-[1:34:25.00]  Un vestido normal
[1:34:25.00]-[1:34:27.00]  Un vestido normal
[1:34:27.00]-[1:34:29.00]  Solamente
[1:34:29.00]-[1:34:31.00]  Estaba esa norma
[1:34:31.00]-[1:34:33.00]  ¿Te ha gustado casarse como hoy?
[1:34:33.00]-[1:34:35.00]  ¿Con la novia de blanco?
[1:34:35.00]-[1:34:37.00]  Claro, más bonito
[1:34:37.00]-[1:34:39.00]  Más bonito que sí
[1:34:39.00]-[1:34:41.00]  Claro que sí
[1:34:41.00]-[1:34:43.00]  Se casaría, pero no haría negro
[1:34:43.00]-[1:34:45.00]  Por no gastar tanto
[1:34:45.00]-[1:34:47.00]  Porque seguro
[1:34:47.00]-[1:34:49.00]  Porque no me habías
[1:34:49.00]-[1:34:51.00]  Menos que teníais en cuenta eso
[1:34:51.00]-[1:34:53.00]  Bueno
[1:34:53.00]-[1:34:55.00]  Yo sé de algunas
[1:34:55.00]-[1:34:57.00]  Que se iban bien blancas
[1:34:57.00]-[1:34:59.00]  Y de
[1:34:59.00]-[1:35:01.00]  De virginidad
[1:35:01.00]-[1:35:03.00]  Y de
[1:35:03.00]-[1:35:05.00]  Y ya, hacemos aquí
[1:35:05.00]-[1:35:07.00]  Una revista
[1:35:07.00]-[1:35:09.00]  Y
[1:35:09.00]-[1:35:11.00]  Una revista
[1:35:11.00]-[1:35:13.00]  De verdad que no hay
[1:35:13.00]-[1:35:15.00]  En la isa
[1:35:15.00]-[1:35:17.00]  Y muy gustuvo bastante bien
[1:35:17.00]-[1:35:19.00]  Salían dos o tres mujeres a cantar
[1:35:19.00]-[1:35:21.00]  Y bajó una por ahí por el pueblo y de a ver un soltero
[1:35:21.00]-[1:35:23.00]  Un soltero
[1:35:23.00]-[1:35:25.00]  Y me la mandaron
[1:35:25.00]-[1:35:27.00]  Y yo digo, sí, sí soy soltero
[1:35:27.00]-[1:35:29.00]  Sin compromiso y sin manosear
[1:35:29.00]-[1:35:31.00]  Y dice, así que eres virgen
[1:35:31.00]-[1:35:33.00]  Y yo digo, sí, si tú eres virgen
[1:35:33.00]-[1:35:35.00]  Yo soy San José
[1:35:35.00]-[1:35:37.00]  No se lo creyeron, ¿no?
[1:35:37.00]-[1:35:39.00]  No se lo creyeron
[1:35:39.00]-[1:35:41.00]  Entonces, una pregunta
[1:35:41.00]-[1:35:43.00]  Si quieres marcharte tanto como Jorge
[1:35:43.00]-[1:35:45.00]  Cánsar de estar tan terretos de pie
[1:35:45.00]-[1:35:47.00]  Y eso
[1:35:47.00]-[1:35:49.00]  Vale, ya
[1:35:49.00]-[1:35:51.00]  Una pregunta
[1:35:51.00]-[1:35:53.00]  Una pregunta femenina
[1:35:53.00]-[1:35:55.00]  ¿Me puede decir una receta
[1:35:55.00]-[1:35:57.00]  Típica de su familia?
[1:35:57.00]-[1:35:59.00]  Receta de
[1:35:59.00]-[1:36:01.00]  De cocina
[1:36:01.00]-[1:36:03.00]  Bueno
[1:36:03.00]-[1:36:05.00]  Con una no vale
[1:36:05.00]-[1:36:07.00]  Con una solo nos vale
[1:36:07.00]-[1:36:09.00]  No se que te puedo
[1:36:09.00]-[1:36:11.00]  No se que te puedo
[1:36:11.00]-[1:36:13.00]  Explica
[1:36:13.00]-[1:36:15.00]  Hasta luego
[1:36:15.00]-[1:36:17.00]  Todo
[1:36:17.00]-[1:36:19.00]  No, es que no
[1:36:19.00]-[1:36:21.00]  No tiene
[1:36:21.00]-[1:36:23.00]  Pastel o galletas
[1:36:23.00]-[1:36:25.00]  No
[1:36:25.00]-[1:36:27.00]  Yo lo que más se hace es flanes
[1:36:27.00]-[1:36:29.00]  Flanes caseros
[1:36:29.00]-[1:36:31.00]  No, brazojita no
[1:36:31.00]-[1:36:33.00]  No, brazojita no
[1:36:33.00]-[1:36:35.00]  Flanes
[1:36:35.00]-[1:36:37.00]  De huevo
[1:36:37.00]-[1:36:39.00]  Huevo, leche y azúcar tostada
[1:36:39.00]-[1:36:41.00]  Huevo batido con leche
[1:36:41.00]-[1:36:43.00]  Y azúcar tostada en la sartén
[1:36:43.00]-[1:36:45.00]  Y después en el culo del vasico
[1:36:45.00]-[1:36:47.00]  Y se llene y se cueza al baño María
[1:36:47.00]-[1:36:49.00]  Eso se vale muy rico
[1:36:49.00]-[1:36:51.00]  Lo haremos, lo hacemos a la mano
[1:36:51.00]-[1:36:53.00]  Por ejemplo como haces
[1:36:53.00]-[1:36:55.00]  Pues cualquier
[1:36:55.00]-[1:36:57.00]  Tortilla de patata por ejemplo
[1:36:57.00]-[1:36:59.00]  Hace un tortillas de patitas así de gorda
[1:36:59.00]-[1:37:01.00]  Bueno pues cocida
[1:37:01.00]-[1:37:03.00]  Cocida con
[1:37:03.00]-[1:37:05.00]  Con bastante aceite y tapada
[1:37:05.00]-[1:37:07.00]  Y a fuego bajo
[1:37:07.00]-[1:37:09.00]  Y después bien de huevo
[1:37:09.00]-[1:37:11.00]  Y la de huevo blandita
[1:37:11.00]-[1:37:13.00]  Esa es la receta
[1:37:13.00]-[1:37:15.00]  Escuché una vez
[1:37:15.00]-[1:37:17.00]  Que había que batir los huevos
[1:37:17.00]-[1:37:19.00]  Las claras
[1:37:19.00]-[1:37:21.00]  Hay que batirlas?
[1:37:21.00]-[1:37:23.00]  Hay que batirlas todo
[1:37:23.00]-[1:37:25.00]  Hay que batirlas todo
[1:37:25.00]-[1:37:27.00]  Hay que batirlas todo
[1:37:27.00]-[1:37:29.00]  Las almondilas
[1:37:29.00]-[1:37:31.00]  También te decimos aquí almondilas
[1:37:31.00]-[1:37:33.00]  Pues eso también se les pone panceta y ternera
[1:37:33.00]-[1:37:35.00]  Panceta
[1:37:35.00]-[1:37:37.00]  Y salen súper jugosas
[1:37:37.00]-[1:37:39.00]  Muy tomas
[1:37:39.00]-[1:37:41.00]  Tienes algún bari
[1:37:41.00]-[1:37:43.00]  Si, es que tiene un bari
[1:37:43.00]-[1:37:45.00]  No, no
[1:37:45.00]-[1:37:47.00]  Ya le haces la tortilla y las almondilas
[1:37:47.00]-[1:37:49.00]  Por eso puso el hijo el bari
[1:37:49.00]-[1:37:51.00]  Mi madre que cocina bien
[1:37:51.00]-[1:37:53.00]  Y salen muy buenas así con panceta y ternera
[1:37:53.00]-[1:37:55.00]  Pero no raya
[1:37:55.00]-[1:37:57.00]  En Madrid se hace con carne picada
[1:37:57.00]-[1:37:59.00]  Sí, pues eso con carne picada
[1:37:59.00]-[1:38:01.00]  Y cuando se hace con ternera no como de cerdo
[1:38:01.00]-[1:38:03.00]  Pero casi salen muy jugosas
[1:38:03.00]-[1:38:05.00]  Salen muy jugosas
[1:38:05.00]-[1:38:07.00]  Salen todas que solo con ternera salen muy duras
[1:38:07.00]-[1:38:09.00]  Y con panceta y ternera
[1:38:09.00]-[1:38:11.00]  Mezclado salen
[1:38:11.00]-[1:38:13.00]  Súper buenas
[1:38:13.00]-[1:38:17.00]  Bueno, y con bien de huevos también
[1:38:17.00]-[1:38:19.00]  Y postre también le sacas a hacer, no?
[1:38:19.00]-[1:38:21.00]  No, si no hay planes, no
[1:38:21.00]-[1:38:23.00]  Lo de postres no
[1:38:23.00]-[1:38:25.00]  Es que no lo he intentado nunca porque no he tenido tiempo tampoco
[1:38:25.00]-[1:38:27.00]  Bueno
[1:38:27.00]-[1:38:29.00]  Bueno, pues vamos a rafas
[1:38:29.00]-[1:38:31.00]  Este lo cuento
[1:38:31.00]-[1:38:33.00]  De lo que digas
[1:38:33.00]-[1:38:35.00]  De religión, de política
[1:38:35.00]-[1:38:37.00]  Es de religión
[1:38:37.00]-[1:38:39.00]  ¿Una de religión?
[1:38:39.00]-[1:38:41.00]  Aquí, delante de la iglesia
[1:38:41.00]-[1:38:43.00]  Y confesarnos ahora que no lo cuente
[1:38:43.00]-[1:38:45.00]  Ya verás
[1:38:45.00]-[1:38:47.00]  Había una señora, una señora de buena familia
[1:38:47.00]-[1:38:49.00]  Pues que no tenía hijos
[1:38:49.00]-[1:38:51.00]  Pero no tenía hijos
[1:38:51.00]-[1:38:53.00]  No le venían los hijos
[1:38:53.00]-[1:38:55.00]  Y fue a su confesor
[1:38:55.00]-[1:38:57.00]  Y le dijo, padre
[1:38:57.00]-[1:38:59.00]  ¿Qué es que te nos gustaría tener niños?
[1:38:59.00]-[1:39:01.00]  Y le dice, pues mira hija, me rezas
[1:39:01.00]-[1:39:03.00]  50 de Marías diarias
[1:39:03.00]-[1:39:05.00]  Y a mujer, pues 50
[1:39:05.00]-[1:39:07.00]  100 rezaba
[1:39:07.00]-[1:39:09.00]  Y que no le llegaban los hijos
[1:39:09.00]-[1:39:11.00]  Y va al congreso y le dice
[1:39:11.00]-[1:39:13.00]  Padre, no rezo
[1:39:13.00]-[1:39:15.00]  50, rezo muchas más y no
[1:39:15.00]-[1:39:17.00]  Pues hija mía
[1:39:17.00]-[1:39:19.00]  Si con las habielmarías no te vienen
[1:39:19.00]-[1:39:21.00]  ¿Por qué no pruebas con algún padre nuestro?
[1:39:27.00]-[1:39:29.00]  La corta un poco y la encoge
[1:39:31.00]-[1:39:33.00]  Bien hecho, nada malo
[1:39:33.00]-[1:39:35.00]  Ya no había pensado en el padre nuestro de la misma manera
[1:39:35.00]-[1:39:37.00]  Ahora cuando
[1:39:37.00]-[1:39:39.00]  Se va a contar otro
[1:39:39.00]-[1:39:41.00]  Muy romántico
[1:39:41.00]-[1:39:43.00]  Vale
[1:39:43.00]-[1:39:45.00]  Bueno, ese no es su cosa de romantico
[1:39:45.00]-[1:39:47.00]  Uy te lo contaría yo
[1:39:47.00]-[1:39:49.00]  Ese considero es que es el mejor
[1:39:49.00]-[1:39:51.00]  El más, además es fino, tampoco no es grosero
[1:39:51.00]-[1:39:53.00]  Es muy bonito, es muy romántico
[1:39:53.00]-[1:39:55.00]  Estaba un príncipe
[1:39:55.00]-[1:39:57.00]  Bañándose en un lago
[1:39:57.00]-[1:39:59.00]  Y en estas ruflas
[1:39:59.00]-[1:40:01.00]  Aparece una rana
[1:40:01.00]-[1:40:03.00]  Una rana un poco grande
[1:40:03.00]-[1:40:05.00]  Y la rana habla
[1:40:05.00]-[1:40:07.00]  Y dice mira soy
[1:40:07.00]-[1:40:09.00]  Una princesa que estoy encantada
[1:40:09.00]-[1:40:11.00]  Si tú me besas
[1:40:11.00]-[1:40:13.00]  Me desencantarás
[1:40:13.00]-[1:40:15.00]  Ya sabías lo que era activo de antes
[1:40:15.00]-[1:40:17.00]  Pues dice coge la rana
[1:40:17.00]-[1:40:19.00]  La beso y ¡pst!
[1:40:19.00]-[1:40:21.00]  Y apareció la princesa
[1:40:21.00]-[1:40:23.00]  Y me esquiva la rana
[1:40:23.00]-[1:40:25.00]  Y el príncipe se la quedó mirando
[1:40:25.00]-[1:40:27.00]  Y le dijo la princesa
[1:40:27.00]-[1:40:29.00]  No hagas lo que pienses
[1:40:29.00]-[1:40:31.00]  Porque si no serás tú el que te quedaras encantado
[1:40:31.00]-[1:40:33.00]  El príncipe hizo lo que pensaba
[1:40:33.00]-[1:40:35.00]  Y se quedó encantado
